#Chromosome	Start	Stop	RegionID	SU5219	StdDevCoverage	StdDev/Mean
chr1	68896667	68897356	RPE65:NM_000329-11;RPE65:NM_000329-12;RPE65:NM_000329-13	694,4	56,0	0,08
chr1	68903797	68904084	RPE65:NM_000329-10	634,4	78,3	0,12
chr1	68904552	68905091	RPE65:NM_000329-8;RPE65:NM_000329-9	704,5	47,6	0,07
chr1	68905162	68905370	RPE65:NM_000329-7	657,7	60,7	0,09
chr1	68906462	68906773	RPE65:NM_000329-6	625,4	67,4	0,11
chr1	68910132	68910640	RPE65:NM_000329-4;RPE65:NM_000329-5	633,8	75,4	0,12
chr1	68912317	68912636	RPE65:NM_000329-3	591,7	34,9	0,06
chr1	68914227	68914485	RPE65:NM_000329-2	492,7	106,8	0,22
chr1	68915497	68915709	RPE65:NM_000329-1	627,6	77,2	0,12
chr1	94458312	94458879	ABCA4:NM_000350-50	575,3	44,2	0,08
chr1	94461582	94461834	ABCA4:NM_000350-49	508,6	121,3	0,24
chr1	94463337	94463732	ABCA4:NM_000350-48	580,1	49,1	0,08
chr1	94466312	94466740	ABCA4:NM_000350-46;ABCA4:NM_000350-47	496,8	103,4	0,21
chr1	94467342	94467615	ABCA4:NM_000350-45	568,6	47,1	0,08
chr1	94470912	94471206	ABCA4:NM_000350-44	615,3	42,5	0,07
chr1	94473107	94473357	ABCA4:NM_000350-43	501,9	78,4	0,16
chr1	94473707	94473921	ABCA4:NM_000350-42	546,6	65,2	0,12
chr1	94474232	94474517	ABCA4:NM_000350-41	653,5	43,1	0,07
chr1	94476272	94476570	ABCA4:NM_000350-40	541,4	49,4	0,09
chr1	94476737	94477015	ABCA4:NM_000350-39	536,1	59,2	0,11
chr1	94480027	94480317	ABCA4:NM_000350-38	593,4	76,0	0,13
chr1	94481212	94481502	ABCA4:NM_000350-37	461,7	66,7	0,14
chr1	94483827	94484224	ABCA4:NM_000350,2-PE36	635,1	59,0	0,09
chr1	94485067	94485384	ABCA4:NM_000350-36	514,2	83,6	0,16
chr1	94486717	94487034	ABCA4:NM_000350-35	569,2	53,1	0,09
chr1	94487122	94487286	ABCA4:NM_000350-34	635,7	34,7	0,05
chr1	94487317	94487564	ABCA4:NM_000350-33	613,9	56,1	0,09
chr1	94488857	94489044	ABCA4:NM_000350-32	558,3	76,5	0,14
chr1	94490427	94490674	ABCA4:NM_000350-31	621,8	39,4	0,06
chr1	94492872	94493131	ABCA4:NM_000350,2-PE30	587,0	68,8	0,12
chr1	94494922	94495274	ABCA4:NM_000350-30	532,0	54,7	0,10
chr1	94495912	94496168	ABCA4:NM_000350-29	453,5	67,7	0,15
chr1	94496467	94496765	ABCA4:NM_000350-28	565,2	55,1	0,10
chr1	94497257	94497673	ABCA4:NM_000350-27	478,7	44,8	0,09
chr1	94502222	94502425	ABCA4:NM_000350-26	570,1	40,8	0,07
chr1	94502622	94502980	ABCA4:NM_000350-25	648,0	66,8	0,10
chr1	94505522	94505781	ABCA4:NM_000350-24	536,0	66,6	0,12
chr1	94506682	94507046	ABCA4:NM_000350-23	522,7	84,4	0,16
chr1	94508232	94508518	ABCA4:NM_000350-22	517,7	78,9	0,15
chr1	94508817	94509105	ABCA4:NM_000350-21	542,4	65,4	0,12
chr1	94510097	94510384	ABCA4:NM_000350-20	531,9	74,1	0,14
chr1	94512392	94512722	ABCA4:NM_000350-19	531,8	41,8	0,08
chr1	94514347	94514589	ABCA4:NM_000350-18	558,9	51,1	0,09
chr1	94517112	94517327	ABCA4:NM_000350-17	594,8	52,7	0,09
chr1	94520592	94520953	ABCA4:NM_000350-16	589,9	69,0	0,12
chr1	94522082	94522462	ABCA4:NM_000350-15	549,8	39,4	0,07
chr1	94526012	94526372	ABCA4:NM_000350-14	592,9	77,5	0,13
chr1	94528062	94528372	ABCA4:NM_000350-13	464,8	110,3	0,24
chr1	94528597	94528956	ABCA4:NM_000350-12	595,2	52,2	0,09
chr1	94543162	94543517	ABCA4:NM_000350-11	627,4	83,8	0,13
chr1	94544117	94544333	ABCA4:NM_000350-10	369,1	122,8	0,33
chr1	94544822	94545099	ABCA4:NM_000350-9	575,9	60,8	0,11
chr1	94545952	94546345	ABCA4:NM_000350-8	596,6	53,8	0,09
chr1	94548837	94549014	ABCA4:NM_000350-7	563,0	62,7	0,11
chr1	94564277	94564626	ABCA4:NM_000350-6	544,3	54,7	0,10
chr1	94568487	94568773	ABCA4:NM_000350-5	609,0	84,7	0,14
chr1	94574057	94574334	ABCA4:NM_000350-4	598,8	103,0	0,17
chr1	94576922	94577202	ABCA4:NM_000350-3	559,0	32,8	0,06
chr1	94578457	94578627	ABCA4:NM_000350-2,1	537,3	58,6	0,11
chr1	94578637	94578712	ABCA4:NM_000350-2,2	528,4	41,1	0,08
chr1	94586462	94586770	ABCA4:NM_000350-1	483,5	186,6	0,39
chr1	100810487	100810812	CDC14A:NM_001319211-1	651,7	66,3	0,10
chr1	100817942	100818007	CDC14A:NM_001319210-1,1	111,5	25,6	0,23
chr1	100818017	100818638	CDC14A:NM_001319210-1,2	441,7	47,0	0,11
chr1	100819237	100819415	CDC14A:NM_001319210-2,1	647,8	46,7	0,07
chr1	100819422	100819494	CDC14A:NM_001319210-2,2	492,6	52,8	0,11
chr1	100843017	100843240	CDC14A:NM_001319210-3	599,1	66,6	0,11
chr1	100856207	100856467	CDC14A:NM_001319210-4	611,3	56,1	0,09
chr1	100889707	100889939	CDC14A:NM_001319210-5	661,2	54,8	0,08
chr1	100905407	100905629	CDC14A:NM_001319210-6	653,0	91,2	0,14
chr1	100908412	100908626	CDC14A:NM_001319210-7	665,8	97,3	0,15
chr1	100920932	100921129	CDC14A:NM_001319210-8	628,1	65,2	0,10
chr1	100928127	100928511	CDC14A:NM_001319210-9	552,4	64,6	0,12
chr1	100933427	100933714	CDC14A:NM_001319210-10	677,1	57,7	0,09
chr1	100949837	100950180	CDC14A:NM_001319210-11,1;CDC14A:NM_033313-11,1	645,1	44,1	0,07
chr1	100950192	100950289	CDC14A:NM_001319210-11,2;CDC14A:NM_033313-11,2	631,1	16,2	0,03
chr1	100950297	100950431	CDC14A:NM_001319210-11,3;CDC14A:NM_033313-11,3	696,9	12,2	0,02
chr1	100950432	100950911	CDC14A:NM_001319210-11,4;CDC14A:NM_033313-11,4	689,7	48,0	0,07
chr1	100950937	100951010	CDC14A:NM_001319210-11,5;CDC14A:NM_033313-11,5	470,2	17,5	0,04
chr1	100960297	100960542	CDC14A:NM_001319210-12	661,7	63,3	0,10
chr1	100961477	100961689	CDC14A:NM_001319210-13	628,9	50,5	0,08
chr1	100963567	100963854	CDC14A:NM_001319210-14	664,2	84,3	0,13
chr1	100964412	100965093	CDC14A:NM_001319210-15;CDC14A:NM_001319212-14	654,2	49,1	0,08
chr1	100970287	100970574	CDC14A:NM_001319210-16	621,3	82,2	0,13
chr1	100983732	100984216	CDC14A:NM_001319210-17,1	688,1	38,5	0,06
chr1	100984217	100985566	CDC14A:NM_001319210-17,2	686,9	43,2	0,06
chr1	100985582	100985899	CDC14A:NM_001319210-17,3	612,4	45,7	0,07
chr1	109419528	109419910	GPSM2:NM_013296-1	227,1	32,3	0,14
chr1	109427813	109428102	GPSM2:NM_013296-2,1	638,6	35,2	0,06
chr1	109428113	109428278	GPSM2:NM_013296-2,2	648,6	51,8	0,08
chr1	109439413	109439753	GPSM2:NM_013296-3	620,2	50,7	0,08
chr1	109440103	109440307	GPSM2:NM_013296-4	568,9	65,2	0,11
chr1	109440508	109440791	GPSM2:NM_013296-5	624,1	56,3	0,09
chr1	109441193	109441701	GPSM2:NM_013296-6;GPSM2:NM_013296-7	642,7	65,9	0,10
chr1	109444333	109444640	GPSM2:NM_013296-8	666,1	88,7	0,13
chr1	109445668	109445913	GPSM2:NM_013296-9	596,8	61,7	0,10
chr1	109446663	109446936	GPSM2:NM_013296-10	665,8	76,2	0,11
chr1	109456878	109457098	GPSM2:NM_013296-11	649,1	83,8	0,13
chr1	109461153	109461468	GPSM2:NM_013296-12	599,1	62,6	0,10
chr1	109464958	109465282	GPSM2:NM_013296-13	674,8	72,8	0,11
chr1	109466593	109466916	GPSM2:NM_013296-14	627,0	123,9	0,20
chr1	109472248	109473073	GPSM2:NM_013296-15	672,3	75,4	0,11
chr1	160007173	160007313	KCNJ10:NM_002241-2,1	623,3	29,7	0,05
chr1	160007318	160008051	KCNJ10:NM_002241-2,2	637,9	40,5	0,06
chr1	160008068	160009170	KCNJ10:NM_002241-2,3	586,7	142,2	0,24
chr1	160009203	160012387	KCNJ10:NM_002241-2,4	612,8	82,3	0,13
chr1	160039738	160040107	KCNJ10:NM_002241-1	306,1	126,7	0,41
chr1	197170510	197170801	CRB1:NM_001257965-1	417,4	129,7	0,31
chr1	197237250	197237667	CRB1:NM_001193640-1	614,2	74,8	0,12
chr1	197271500	197271574	CRB1:NM_001257965-2,1	411,4	58,7	0,14
chr1	197271585	197271683	CRB1:NM_001257965-2,2	538,7	31,4	0,06
chr1	197273445	197273620	CRB1:NM_001257965-3	613,0	68,3	0,11
chr1	197297470	197298216	CRB1:NM_001257965-4	644,4	59,3	0,09
chr1	197313330	197313694	CRB1:NM_001257965-5	643,1	53,4	0,08
chr1	197316390	197316676	CRB1:NM_001257965-6	612,8	82,3	0,13
chr1	197325880	197326211	CRB1:NM_001257965-7	638,7	60,8	0,10
chr1	197390045	197391189	CRB1:NM_001257965-8	658,8	84,3	0,13
chr1	197396555	197397207	CRB1:NM_001257965-9	650,5	67,6	0,10
chr1	197398030	197398301	CRB1:NM_001257965-10	615,3	72,0	0,12
chr1	197398505	197398815	CRB1:NM_001257965-11	597,1	52,3	0,09
chr1	197403760	197404821	CRB1:NM_001257965-12	657,9	52,1	0,08
chr1	197407605	197407883	CRB1:NM_001257965-13	597,1	62,7	0,11
chr1	197411215	197411722	CRB1:NM_001257965-14;CRB1:NR_047564-11	681,4	92,0	0,14
chr1	197446715	197447657	CRB1:NM_001257965-15	654,8	63,9	0,10
chr1	213031516	213032612	FLVCR1:NM_014053-1	396,6	156,9	0,40
chr1	213036996	213037274	FLVCR1:NM_014053-2	596,5	64,2	0,11
chr1	213045946	213046221	FLVCR1:NM_014053-3	641,3	96,6	0,15
chr1	213056631	213056861	FLVCR1:NM_014053-4	624,8	69,5	0,11
chr1	213058551	213058800	FLVCR1:NM_014053-5	647,7	72,1	0,11
chr1	213061151	213061223	FLVCR1:NM_014053-6,1	580,8	51,3	0,09
chr1	213061226	213061431	FLVCR1:NM_014053-6,2	642,0	45,6	0,07
chr1	213061746	213062008	FLVCR1:NM_014053-7	583,3	34,5	0,06
chr1	213062411	213062656	FLVCR1:NM_014053-8	644,0	99,9	0,16
chr1	213068271	213068929	FLVCR1:NM_014053-9;FLVCR1:NM_014053-10,1	655,7	55,2	0,08
chr1	213068936	213069455	FLVCR1:NM_014053-10,2	665,2	64,8	0,10
chr1	213069486	213070049	FLVCR1:NM_014053-10,3	604,3	67,2	0,11
chr1	213070976	213071058	FLVCR1:NM_014053-10,4	82,5	6,5	0,08
chr1	213071201	213071757	FLVCR1:NM_014053-10,5	674,6	110,4	0,16
chr1	213071771	213072055	FLVCR1:NM_014053-10,6	646,0	70,2	0,11
chr1	213072106	213072184	FLVCR1:NM_014053-10,7	389,8	18,8	0,05
chr1	213072216	213072692	FLVCR1:NM_014053-10,8	674,3	75,5	0,11
chr1	213072696	213072765	FLVCR1:NM_014053-10,9	566,7	39,2	0,07
chr1	215796154	215798124	USH2A:NM_206933-72,1	706,7	60,5	0,09
chr1	215798129	215799299	USH2A:NM_206933-72,2	695,0	75,2	0,11
chr1	215802084	215802472	USH2A:NM_206933-71	596,8	72,5	0,12
chr1	215807729	215808110	USH2A:NM_206933-70	634,5	50,4	0,08
chr1	215812414	215812674	USH2A:NM_206933-69	624,8	69,8	0,11
chr1	215813829	215814141	USH2A:NM_206933-68	531,2	68,6	0,13
chr1	215820789	215821132	USH2A:NM_206933-67	610,0	35,8	0,06
chr1	215821794	215822186	USH2A:NM_206933-66	574,4	31,3	0,05
chr1	215823859	215824201	USH2A:NM_206933-65	501,2	58,8	0,12
chr1	215827189	215827434	USH2A:NM_206933,2-PE64	630,0	47,7	0,08
chr1	215844229	215844719	USH2A:NM_206933-64	624,7	66,1	0,11
chr1	215847359	215849039	USH2A:NM_206933-63	651,2	48,5	0,07
chr1	215853409	215853754	USH2A:NM_206933-62	625,8	63,7	0,10
chr1	215901299	215901794	USH2A:NM_206933-61	633,8	45,8	0,07
chr1	215914644	215914884	USH2A:NM_206933-60,1	645,0	64,7	0,10
chr1	215914894	215914968	USH2A:NM_206933-60,2	526,2	53,8	0,10
chr1	215916444	215916683	USH2A:NM_206933-59	560,4	89,9	0,16
chr1	215931924	215932097	USH2A:NM_206933-58,1	605,9	76,2	0,13
chr1	215932109	215932184	USH2A:NM_206933-58,2	535,3	32,2	0,06
chr1	215932919	215933272	USH2A:NM_206933-57	663,6	43,4	0,07
chr1	215939939	215940188	USH2A:NM_206933-56	610,8	47,9	0,08
chr1	215953109	215953451	USH2A:NM_206933-55	581,9	51,0	0,09
chr1	215955309	215955620	USH2A:NM_206933-54	713,9	76,3	0,11
chr1	215956004	215956356	USH2A:NM_206933-53	658,8	87,2	0,13
chr1	215959939	215960287	USH2A:NM_206933-52	655,8	81,2	0,12
chr1	215963329	215963711	USH2A:NM_206933-51	651,4	89,9	0,14
chr1	215967554	215968001	USH2A:PE50	643,9	75,5	0,12
chr1	215972164	215972558	USH2A:NM_206933-50	636,0	61,3	0,10
chr1	215987004	215987313	USH2A:NM_206933-49	631,5	54,5	0,09
chr1	215990259	215990617	USH2A:NM_206933-48	627,0	56,3	0,09
chr1	216011249	216011528	USH2A:NM_206933-47	611,4	64,1	0,10
chr1	216017564	216017910	USH2A:NM_206933-46	673,2	52,8	0,08
chr1	216019084	216019439	USH2A:NM_206933-45	634,3	80,2	0,13
chr1	216039489	216039952	USH2A:PE44	654,5	71,8	0,11
chr1	216040274	216040573	USH2A:NM_206933-44	625,9	80,8	0,13
chr1	216051024	216051320	USH2A:NM_206933-43	629,8	66,1	0,10
chr1	216052029	216052520	USH2A:NM_206933-42	653,8	60,0	0,09
chr1	216061694	216062455	USH2A:NM_206933-41	657,0	42,4	0,06
chr1	216064419	216064770	USH2A:PE40	649,1	77,1	0,12
chr1	216073344	216073612	USH2A:NM_206933-40	684,5	85,7	0,13
chr1	216074014	216074339	USH2A:NM_206933-39	611,2	64,3	0,11
chr1	216107884	216108155	USH2A:NM_206933-38	677,1	77,9	0,12
chr1	216138574	216138906	USH2A:NM_206933-37	619,8	107,9	0,17
chr1	216143884	216144207	USH2A:NM_206933-36	641,5	76,0	0,12
chr1	216166279	216166596	USH2A:NM_206933-35	631,7	68,2	0,11
chr1	216172154	216172460	USH2A:NM_206933-34	625,8	61,9	0,10
chr1	216173674	216173991	USH2A:NM_206933-33	648,1	77,3	0,12
chr1	216219689	216220001	USH2A:NM_206933-32	558,5	82,1	0,15
chr1	216221794	216222048	USH2A:NM_206933-31	604,4	62,6	0,10
chr1	216243369	216243722	USH2A:NM_206933-30	654,5	61,3	0,09
chr1	216246199	216246720	USH2A:NM_206933-28;USH2A:NM_206933-29	649,4	50,9	0,08
chr1	216247254	216247674	USH2A:PE27	643,5	115,0	0,18
chr1	216251359	216251778	USH2A:NM_206933-27	661,4	92,8	0,14
chr1	216256714	216257013	USH2A:NM_206933-26	709,2	126,8	0,18
chr1	216257969	216258292	USH2A:NM_206933-25	616,4	102,5	0,17
chr1	216259989	216260229	USH2A:NM_206933-24	633,6	88,5	0,14
chr1	216261849	216262114	USH2A:NM_206933,2-PE23	646,9	46,2	0,07
chr1	216262284	216262490	USH2A:NM_206933-23	643,2	49,5	0,08
chr1	216270349	216270629	USH2A:NM_206933-22	673,6	69,3	0,10
chr1	216347209	216347275	USH2A:NM_007123-21,1	580,8	35,5	0,06
chr1	216347284	216347662	USH2A:NM_007123-21,2	674,6	31,3	0,05
chr1	216347674	216347910	USH2A:NM_007123-21,3	679,5	39,5	0,06
chr1	216347914	216348899	USH2A:NM_007123-21,4	719,5	79,5	0,11
chr1	216363489	216363732	USH2A:NM_206933-20	600,5	69,2	0,12
chr1	216369814	216370113	USH2A:NM_206933-19	640,7	67,8	0,11
chr1	216371574	216371999	USH2A:NM_206933-18	638,5	79,9	0,13
chr1	216372884	216373480	USH2A:NM_206933-17	646,1	82,0	0,13
chr1	216380544	216380861	USH2A:NM_206933-16	632,4	93,7	0,15
chr1	216390654	216390971	USH2A:NM_206933-15	629,6	68,4	0,11
chr1	216405214	216405550	USH2A:NM_206933-14	581,5	137,8	0,24
chr1	216419844	216420658	USH2A:NM_206933-13	675,3	54,0	0,08
chr1	216424174	216424523	USH2A:NM_206933-12	656,6	77,4	0,12
chr1	216462539	216462827	USH2A:NM_206933-11	592,5	65,7	0,11
chr1	216465444	216465797	USH2A:NM_206933-10	636,6	64,5	0,10
chr1	216495154	216495400	USH2A:NM_206933-9	573,0	86,0	0,15
chr1	216496734	216497124	USH2A:NM_206933-8	666,2	81,3	0,12
chr1	216497429	216497779	USH2A:NM_206933-7	650,0	105,4	0,16
chr1	216498574	216499027	USH2A:NM_206933-6	637,8	41,2	0,06
chr1	216500859	216501066	USH2A:NM_206933-5	642,7	64,5	0,10
chr1	216538224	216538498	USH2A:NM_206933-4	656,5	77,1	0,12
chr1	216591774	216592107	USH2A:NM_206933-3	649,0	60,3	0,09
chr1	216595109	216595952	USH2A:NM_206933-2	636,0	41,8	0,07
chr1	216596479	216596807	USH2A:NM_206933-1	646,4	74,4	0,12
chr2	26679998	26681149	OTOF:NM_194248-47	477,8	60,8	0,13
chr2	26682818	26683162	OTOF:NM_194248-46	477,9	64,7	0,14
chr2	26683443	26683957	OTOF:NM_194248-44;OTOF:NM_194248-45	434,8	108,5	0,25
chr2	26684483	26684874	OTOF:NM_194248-43	471,5	69,5	0,15
chr2	26684878	26685115	OTOF:NM_194248-42	370,8	69,3	0,19
chr2	26686273	26686531	OTOF:NM_194248-41	469,6	120,8	0,26
chr2	26686753	26687049	OTOF:NM_194248-40	445,1	47,7	0,11
chr2	26687658	26687984	OTOF:NM_194248-39	424,3	76,9	0,18
chr2	26688468	26689038	OTOF:NM_194248-37;OTOF:NM_194248-38	487,6	103,7	0,21
chr2	26689503	26689793	OTOF:NM_194248-36	517,3	52,1	0,10
chr2	26689893	26690291	OTOF:NM_194248-34;OTOF:NM_194248-35	510,8	108,2	0,21
chr2	26690308	26690457	OTOF:NM_194248-34	520,4	65,7	0,13
chr2	26691193	26691409	OTOF:NM_194248-33	527,9	81,1	0,15
chr2	26693388	26693561	OTOF:NM_194248-32,1	455,6	65,3	0,14
chr2	26693573	26693682	OTOF:NM_194248-32,2	373,2	49,5	0,13
chr2	26693908	26694093	OTOF:NM_194248-31	444,6	48,7	0,11
chr2	26695308	26695602	OTOF:NM_194248-30	474,9	92,2	0,19
chr2	26695973	26696523	OTOF:NM_194248-28;OTOF:NM_194248-29	406,6	97,6	0,24
chr2	26696783	26697069	OTOF:NM_194248-27	396,0	68,2	0,17
chr2	26697298	26697631	OTOF:NM_194248-26	444,1	158,7	0,36
chr2	26698153	26698432	OTOF:NM_194248-25	469,7	97,7	0,21
chr2	26698703	26699035	OTOF:NM_194248-23;OTOF:NM_194248-24	471,7	44,7	0,09
chr2	26699058	26699265	OTOF:NM_194248-23	312,1	98,7	0,32
chr2	26699688	26701005	OTOF:NM_194248-19;OTOF:NM_194248-20;OTOF:NM_194248-21;OTOF:NM_194248-22;OTOF:NM_194322-1	453,7	99,5	0,22
chr2	26702048	26702587	OTOF:NM_194248-17;OTOF:NM_194248-18	465,3	63,2	0,14
chr2	26702988	26703237	OTOF:NM_194248-16	504,1	85,4	0,17
chr2	26703573	26703955	OTOF:NM_194248-15	369,7	116,8	0,32
chr2	26705203	26705521	OTOF:NM_194248-14	409,8	118,2	0,29
chr2	26706258	26706603	OTOF:NM_194248-13	492,6	45,5	0,09
chr2	26707263	26707581	OTOF:NM_194248-12	446,1	86,6	0,19
chr2	26712008	26712251	OTOF:NM_194248-11	418,1	72,0	0,17
chr2	26712473	26712680	OTOF:NM_194248-10	396,2	65,1	0,16
chr2	26717728	26718013	OTOF:NM_194248-9	462,2	100,5	0,22
chr2	26724538	26724757	OTOF:NM_194248-8	462,1	76,2	0,16
chr2	26725083	26725382	OTOF:NM_194248-7	475,8	68,3	0,14
chr2	26726568	26726777	OTOF:NM_194248-6	395,8	65,9	0,17
chr2	26739208	26739538	OTOF:NM_194248-5	494,4	61,3	0,12
chr2	26741803	26742054	OTOF:NM_194248-4	481,2	87,8	0,18
chr2	26750628	26750868	OTOF:NM_194248-3	452,0	49,4	0,11
chr2	26760513	26760731	OTOF:NM_194248-2	452,9	70,0	0,15
chr2	26781288	26781541	OTOF:NM_194248-1,1	330,4	44,2	0,13
chr2	26781543	26781658	OTOF:NM_194248-1,2	269,4	13,7	0,05
chr2	27600023	27601990	ZNF513:NM_144631-4;ZNF513:NM_144631-3	516,9	94,5	0,18
chr2	27602883	27603021	ZNF513:NM_144631-2	509,2	42,7	0,08
chr2	27603023	27603576	ZNF513:NM_144631-1;ZNF513:NM_144631-2;ZNF513:NM_001201459-1	355,2	96,2	0,27
chr2	27603578	27603681	ZNF513:NM_144631-1	235,9	24,4	0,10
chr2	29284483	29287451	C2ORF71:NM_001029883-2,1	618,3	54,8	0,09
chr2	29287453	29288017	C2ORF71:NM_001029883-2,2	484,7	40,5	0,08
chr2	29293383	29295623	C2ORF71:NM_001029883-1,1	491,0	137,9	0,28
chr2	29295653	29297198	C2ORF71:NM_001029883-1,2	627,4	37,0	0,06
chr2	62051899	62052781	FAM161A:NM_001201543-7,1	673,9	72,3	0,11
chr2	62053059	62053200	FAM161A:NM_001201543-7,2	597,5	79,5	0,13
chr2	62053204	62053340	FAM161A:NM_001201543-7,3	726,0	23,9	0,03
chr2	62053344	62053786	FAM161A:NM_001201543-7,4	650,5	52,6	0,08
chr2	62054159	62054473	FAM161A:NM_001201543-6	631,1	75,9	0,12
chr2	62063104	62063176	FAM161A:NM_001201543-5,1	505,3	55,8	0,11
chr2	62063184	62063325	FAM161A:NM_001201543-5,2	597,6	63,3	0,11
chr2	62065624	62065902	FAM161A:NM_001201543-4	642,5	56,5	0,09
chr2	62066474	62067774	FAM161A:NM_001201543-3	678,2	50,6	0,07
chr2	62069179	62069573	FAM161A:NM_001201543-2	621,6	61,6	0,10
chr2	62080909	62081342	FAM161A:NM_001201543-1	453,2	71,0	0,16
chr2	112656117	112656456	MERTK:NM_006343-1	265,6	108,9	0,41
chr2	112686612	112687140	MERTK:NM_006343-2	632,0	88,3	0,14
chr2	112702452	112702698	MERTK:NM_006343-3	631,2	38,5	0,06
chr2	112704897	112705210	MERTK:NM_006343-4	599,0	95,8	0,16
chr2	112722687	112722952	MERTK:NM_006343-5	500,3	68,3	0,14
chr2	112725697	112725900	MERTK:NM_006343-6	474,8	75,1	0,16
chr2	112732792	112733138	MERTK:NM_006343-7	627,5	54,6	0,09
chr2	112740337	112740654	MERTK:NM_006343-8	633,6	61,4	0,10
chr2	112751752	112752072	MERTK:NM_006343-9	556,0	55,3	0,10
chr2	112754827	112755141	MERTK:NM_006343-10	641,4	66,8	0,10
chr2	112758697	112758945	MERTK:NM_006343-11	596,0	55,5	0,09
chr2	112760597	112760828	MERTK:NM_006343-12	644,0	117,6	0,18
chr2	112761407	112761654	MERTK:NM_006343-13	594,8	50,2	0,08
chr2	112765877	112766141	MERTK:NM_006343-14	567,6	64,7	0,11
chr2	112767442	112767727	MERTK:NM_006343-15	589,3	41,0	0,07
chr2	112776917	112777166	MERTK:NM_006343-16	540,0	63,3	0,12
chr2	112778917	112779250	MERTK:NM_006343-17	558,3	64,4	0,12
chr2	112779752	112780048	MERTK:NM_006343-18	576,7	68,2	0,12
chr2	112785857	112786592	MERTK:NM_006343-19,1	619,9	29,8	0,05
chr2	112786617	112787030	MERTK:NM_006343-19,2	711,2	82,0	0,12
chr2	179316092	179316572	DFNB59:NM_001042702-1	552,1	66,0	0,12
chr2	179318037	179318435	DFNB59:NM_001042702-2	582,1	56,5	0,10
chr2	179318987	179319332	DFNB59:NM_001042702-3	668,4	149,2	0,22
chr2	179320652	179320934	DFNB59:NM_001042702-4	567,6	57,6	0,10
chr2	179323152	179323224	DFNB59:NM_001042702-5,1	516,9	65,8	0,13
