#Chromosome	Start	Stop	RegionID	SU3714	StdDevCoverage	StdDev/Mean
chr1	94476737	94477015	ABCA4:NM_000350-39	597,3	86,6	0,14
chr1	94480027	94480317	ABCA4:NM_000350-38	647,2	71,9	0,11
chr1	94481212	94481502	ABCA4:NM_000350-37	524,4	64,7	0,12
chr1	94483827	94484224	ABCA4:NM_000350,2-PE36	729,9	91,5	0,13
chr1	94485067	94485384	ABCA4:NM_000350-36	611,0	114,8	0,19
chr1	94486717	94487034	ABCA4:NM_000350-35	711,9	80,9	0,11
chr1	94487122	94487286	ABCA4:NM_000350-34	731,4	65,6	0,09
chr1	94487317	94487564	ABCA4:NM_000350-33	725,3	75,5	0,10
chr1	94488857	94489044	ABCA4:NM_000350-32	651,9	88,8	0,14
chr1	94490427	94490674	ABCA4:NM_000350-31	682,9	69,5	0,10
chr1	94492872	94493131	ABCA4:NM_000350,2-PE30	698,3	93,5	0,13
chr1	94494922	94495274	ABCA4:NM_000350-30	600,2	79,7	0,13
chr1	94495912	94496168	ABCA4:NM_000350-29	560,5	85,2	0,15
chr1	94496467	94496765	ABCA4:NM_000350-28	634,0	94,6	0,15
chr1	94497257	94497673	ABCA4:NM_000350-27	552,5	62,1	0,11
chr1	94502222	94502425	ABCA4:NM_000350-26	643,0	46,5	0,07
chr1	94502622	94502980	ABCA4:NM_000350-25	669,8	91,6	0,14
chr1	94505522	94505781	ABCA4:NM_000350-24	669,9	86,0	0,13
chr1	94506682	94507046	ABCA4:NM_000350-23	644,8	74,4	0,12
chr1	94508232	94508518	ABCA4:NM_000350-22	590,1	90,0	0,15
chr1	94508817	94509105	ABCA4:NM_000350-21	607,6	82,8	0,14
chr1	94510097	94510384	ABCA4:NM_000350-20	567,9	96,1	0,17
chr1	94512392	94512722	ABCA4:NM_000350-19	592,0	79,9	0,13
chr1	94514347	94514589	ABCA4:NM_000350-18	592,4	42,9	0,07
chr1	94517112	94517327	ABCA4:NM_000350-17	636,4	66,4	0,10
chr1	94520592	94520953	ABCA4:NM_000350-16	653,3	90,7	0,14
chr1	94522082	94522462	ABCA4:NM_000350-15	632,6	57,5	0,09
chr1	94526012	94526372	ABCA4:NM_000350-14	697,8	98,3	0,14
chr1	94528062	94528372	ABCA4:NM_000350-13	503,7	93,6	0,19
chr1	94528597	94528956	ABCA4:NM_000350-12	662,9	48,8	0,07
chr1	94543162	94543517	ABCA4:NM_000350-11	718,7	118,0	0,16
chr1	94544117	94544333	ABCA4:NM_000350-10	487,6	173,9	0,36
chr1	94544822	94545099	ABCA4:NM_000350-9	682,9	96,1	0,14
chr1	94545952	94546345	ABCA4:NM_000350-8	654,3	66,1	0,10
chr1	94548837	94549014	ABCA4:NM_000350-7	583,9	66,6	0,11
chr1	94564277	94564626	ABCA4:NM_000350-6	664,9	48,7	0,07
chr1	94568487	94568773	ABCA4:NM_000350-5	671,7	97,0	0,14
chr1	94574057	94574334	ABCA4:NM_000350-4	574,8	102,6	0,18
chr1	94576922	94577202	ABCA4:NM_000350-3	732,5	95,2	0,13
chr1	94578457	94578627	ABCA4:NM_000350-2,1	643,2	47,5	0,07
chr1	94578637	94578712	ABCA4:NM_000350-2,2	564,3	54,7	0,10
chr1	94586462	94586770	ABCA4:NM_000350-1	524,2	195,0	0,37
chr1	100810487	100810812	CDC14A:NM_001319211-1	728,2	89,8	0,12
chr1	100817942	100818007	CDC14A:NM_001319210-1,1	125,1	34,6	0,28
chr1	100818017	100818638	CDC14A:NM_001319210-1,2	508,3	71,2	0,14
chr1	100819237	100819415	CDC14A:NM_001319210-2,1	709,6	57,6	0,08
chr1	100819422	100819494	CDC14A:NM_001319210-2,2	487,6	49,8	0,10
chr1	100843017	100843240	CDC14A:NM_001319210-3	648,4	108,7	0,17
chr1	100856207	100856467	CDC14A:NM_001319210-4	696,2	69,1	0,10
chr1	100889707	100889939	CDC14A:NM_001319210-5	648,0	55,0	0,08
chr1	100905407	100905629	CDC14A:NM_001319210-6	645,2	106,8	0,17
chr1	100908412	100908626	CDC14A:NM_001319210-7	718,2	107,4	0,15
chr1	100920932	100921129	CDC14A:NM_001319210-8	700,3	96,1	0,14
chr1	100928127	100928511	CDC14A:NM_001319210-9	660,4	71,6	0,11
chr1	100933427	100933714	CDC14A:NM_001319210-10	670,6	60,6	0,09
chr1	100949837	100950180	CDC14A:NM_001319210-11,1;CDC14A:NM_033313-11,1	733,9	45,7	0,06
chr1	100950192	100950289	CDC14A:NM_001319210-11,2;CDC14A:NM_033313-11,2	658,3	18,2	0,03
chr1	100950297	100950431	CDC14A:NM_001319210-11,3;CDC14A:NM_033313-11,3	760,8	24,1	0,03
chr1	100950432	100950911	CDC14A:NM_001319210-11,4;CDC14A:NM_033313-11,4	785,4	37,1	0,05
chr1	100950937	100951010	CDC14A:NM_001319210-11,5;CDC14A:NM_033313-11,5	533,6	34,5	0,06
chr1	100960297	100960542	CDC14A:NM_001319210-12	691,8	62,4	0,09
chr1	100961477	100961689	CDC14A:NM_001319210-13	644,4	57,2	0,09
chr1	100963567	100963854	CDC14A:NM_001319210-14	682,3	83,2	0,12
chr1	100964412	100965093	CDC14A:NM_001319210-15;CDC14A:NM_001319212-14	702,7	50,0	0,07
chr1	100970287	100970574	CDC14A:NM_001319210-16	675,9	88,2	0,13
chr1	100983732	100984216	CDC14A:NM_001319210-17,1	694,6	84,6	0,12
chr1	100984217	100985566	CDC14A:NM_001319210-17,2	747,6	56,4	0,08
chr1	100985582	100985899	CDC14A:NM_001319210-17,3	640,4	61,4	0,10
chr1	109419528	109419910	GPSM2:NM_013296-1	257,1	55,0	0,21
chr1	109427813	109428102	GPSM2:NM_013296-2,1	746,5	82,2	0,11
chr1	109428113	109428278	GPSM2:NM_013296-2,2	701,6	89,6	0,13
chr1	109439413	109439753	GPSM2:NM_013296-3	718,3	70,7	0,10
chr1	109440103	109440307	GPSM2:NM_013296-4	703,0	96,2	0,14
chr1	109440508	109440791	GPSM2:NM_013296-5	664,8	90,9	0,14
chr1	109441193	109441701	GPSM2:NM_013296-6;GPSM2:NM_013296-7	705,3	68,9	0,10
chr1	109444333	109444640	GPSM2:NM_013296-8	667,7	84,8	0,13
chr1	109445668	109445913	GPSM2:NM_013296-9	672,5	74,4	0,11
chr1	109446663	109446936	GPSM2:NM_013296-10	674,4	72,8	0,11
chr1	109456878	109457098	GPSM2:NM_013296-11	664,5	85,2	0,13
chr1	109461153	109461468	GPSM2:NM_013296-12	669,6	65,7	0,10
chr1	109464958	109465282	GPSM2:NM_013296-13	664,2	104,4	0,16
chr1	109466593	109466916	GPSM2:NM_013296-14	683,4	99,8	0,15
chr1	109472248	109473073	GPSM2:NM_013296-15	741,1	75,6	0,10
chr1	160007173	160007313	KCNJ10:NM_002241-2,1	611,9	25,3	0,04
chr1	160007318	160008051	KCNJ10:NM_002241-2,2	694,1	33,1	0,05
chr1	160008068	160009170	KCNJ10:NM_002241-2,3	659,1	147,2	0,22
chr1	160009203	160012387	KCNJ10:NM_002241-2,4	709,2	92,3	0,13
chr1	160039738	160040107	KCNJ10:NM_002241-1	358,7	150,9	0,42
chr1	197170510	197170801	CRB1:NM_001257965-1	513,2	164,2	0,32
chr1	197237250	197237667	CRB1:NM_001193640-1	652,0	77,7	0,12
chr1	197271500	197271574	CRB1:NM_001257965-2,1	382,5	64,3	0,17
chr1	197271585	197271683	CRB1:NM_001257965-2,2	532,8	36,3	0,07
chr1	197273445	197273620	CRB1:NM_001257965-3	670,6	94,1	0,14
chr1	197297470	197298216	CRB1:NM_001257965-4	739,1	82,8	0,11
chr1	197313330	197313694	CRB1:NM_001257965-5	631,4	66,4	0,11
chr1	197316390	197316676	CRB1:NM_001257965-6	656,4	101,0	0,15
chr1	197325880	197326211	CRB1:NM_001257965-7	645,2	86,0	0,13
chr1	197390045	197391189	CRB1:NM_001257965-8	697,6	100,1	0,14
chr1	197396555	197397207	CRB1:NM_001257965-9	691,2	72,3	0,10
chr1	197398030	197398301	CRB1:NM_001257965-10	729,9	105,1	0,14
chr1	197398505	197398815	CRB1:NM_001257965-11	687,3	56,5	0,08
chr1	197403760	197404821	CRB1:NM_001257965-12	728,4	80,5	0,11
chr1	197407605	197407883	CRB1:NM_001257965-13	622,7	77,4	0,12
chr1	197411215	197411722	CRB1:NM_001257965-14;CRB1:NR_047564-11	731,9	73,5	0,10
chr1	197446715	197447657	CRB1:NM_001257965-15	717,3	68,9	0,10
chr1	213031516	213032612	FLVCR1:NM_014053-1	494,1	214,2	0,43
chr1	213036996	213037274	FLVCR1:NM_014053-2	683,4	79,4	0,12
chr1	213045946	213046221	FLVCR1:NM_014053-3	654,7	136,7	0,21
chr1	213056631	213056861	FLVCR1:NM_014053-4	548,2	64,5	0,12
chr1	213058551	213058800	FLVCR1:NM_014053-5	642,6	59,4	0,09
chr1	213061151	213061223	FLVCR1:NM_014053-6,1	609,6	52,2	0,09
chr1	213061226	213061431	FLVCR1:NM_014053-6,2	708,0	69,1	0,10
chr1	213061746	213062008	FLVCR1:NM_014053-7	637,5	60,4	0,09
chr1	213062411	213062656	FLVCR1:NM_014053-8	692,8	98,8	0,14
chr1	213068271	213068929	FLVCR1:NM_014053-9;FLVCR1:NM_014053-10,1	673,8	79,1	0,12
chr1	213068936	213069455	FLVCR1:NM_014053-10,2	772,2	31,1	0,04
chr1	213069486	213070049	FLVCR1:NM_014053-10,3	720,9	77,4	0,11
chr1	213070976	213071058	FLVCR1:NM_014053-10,4	68,9	3,7	0,05
chr1	213071201	213071757	FLVCR1:NM_014053-10,5	675,2	116,2	0,17
chr1	213071771	213072055	FLVCR1:NM_014053-10,6	731,3	64,6	0,09
chr1	213072106	213072184	FLVCR1:NM_014053-10,7	376,8	11,1	0,03
chr1	213072216	213072692	FLVCR1:NM_014053-10,8	702,8	84,8	0,12
chr1	213072696	213072765	FLVCR1:NM_014053-10,9	601,0	45,1	0,08
chr1	215796154	215798124	USH2A:NM_206933-72,1	737,1	72,6	0,10
chr1	215798129	215799299	USH2A:NM_206933-72,2	729,8	80,1	0,11
chr1	215802084	215802472	USH2A:NM_206933-71	578,7	59,4	0,10
chr1	215807729	215808110	USH2A:NM_206933-70	689,9	84,8	0,12
chr1	215812414	215812674	USH2A:NM_206933-69	698,0	90,8	0,13
chr1	215813829	215814141	USH2A:NM_206933-68	586,2	61,1	0,10
chr1	215820789	215821132	USH2A:NM_206933-67	678,0	64,5	0,10
chr1	215821794	215822186	USH2A:NM_206933-66	697,9	54,2	0,08
chr1	215823859	215824201	USH2A:NM_206933-65	564,8	110,0	0,19
chr1	215827189	215827434	USH2A:NM_206933,2-PE64	638,1	48,2	0,08
chr1	215844229	215844719	USH2A:NM_206933-64	700,0	89,0	0,13
chr1	215847359	215849039	USH2A:NM_206933-63	724,6	45,9	0,06
chr1	215853409	215853754	USH2A:NM_206933-62	679,8	91,4	0,13
chr1	215901299	215901794	USH2A:NM_206933-61	748,0	80,1	0,11
chr1	215914644	215914884	USH2A:NM_206933-60,1	659,1	66,4	0,10
chr1	215914894	215914968	USH2A:NM_206933-60,2	504,9	65,7	0,13
chr1	215916444	215916683	USH2A:NM_206933-59	565,4	101,1	0,18
chr1	215931924	215932097	USH2A:NM_206933-58,1	622,2	84,0	0,14
chr1	215932109	215932184	USH2A:NM_206933-58,2	520,2	42,0	0,08
chr1	215932919	215933272	USH2A:NM_206933-57	662,8	47,5	0,07
chr1	215939939	215940188	USH2A:NM_206933-56	665,4	93,1	0,14
chr1	215953109	215953451	USH2A:NM_206933-55	637,9	53,0	0,08
chr1	215955309	215955620	USH2A:NM_206933-54	707,9	74,2	0,10
chr1	215956004	215956356	USH2A:NM_206933-53	686,8	105,5	0,15
chr1	215959939	215960287	USH2A:NM_206933-52	669,5	104,3	0,16
chr1	215963329	215963711	USH2A:NM_206933-51	662,2	100,3	0,15
chr1	215967554	215968001	USH2A:PE50	722,0	99,3	0,14
chr1	215972164	215972558	USH2A:NM_206933-50	652,9	77,5	0,12
chr1	215987004	215987313	USH2A:NM_206933-49	681,1	48,1	0,07
chr1	215990259	215990617	USH2A:NM_206933-48	682,7	54,2	0,08
chr1	216011249	216011528	USH2A:NM_206933-47	674,2	94,8	0,14
chr1	216017564	216017910	USH2A:NM_206933-46	702,6	82,6	0,12
chr1	216019084	216019439	USH2A:NM_206933-45	656,5	100,2	0,15
chr1	216039489	216039952	USH2A:PE44	738,3	110,1	0,15
chr1	216040274	216040573	USH2A:NM_206933-44	700,4	133,0	0,19
chr1	216051024	216051320	USH2A:NM_206933-43	636,5	91,3	0,14
chr1	216052029	216052520	USH2A:NM_206933-42	683,2	68,7	0,10
chr1	216061694	216062455	USH2A:NM_206933-41	742,1	47,9	0,06
chr1	216064419	216064770	USH2A:PE40	703,4	71,8	0,10
chr1	216073344	216073612	USH2A:NM_206933-40	683,1	65,9	0,10
chr1	216074014	216074339	USH2A:NM_206933-39	724,0	90,3	0,12
chr1	216107884	216108155	USH2A:NM_206933-38	682,6	88,6	0,13
chr1	216138574	216138906	USH2A:NM_206933-37	694,0	156,4	0,23
chr1	216143884	216144207	USH2A:NM_206933-36	661,2	87,5	0,13
chr1	216166279	216166596	USH2A:NM_206933-35	656,9	69,9	0,11
chr1	216172154	216172460	USH2A:NM_206933-34	666,3	84,2	0,13
chr1	216173674	216173991	USH2A:NM_206933-33	670,2	107,1	0,16
chr1	216219689	216220001	USH2A:NM_206933-32	651,1	103,9	0,16
chr1	216221794	216222048	USH2A:NM_206933-31	675,5	86,4	0,13
chr1	216243369	216243722	USH2A:NM_206933-30	667,6	63,3	0,09
chr1	216246199	216246720	USH2A:NM_206933-28;USH2A:NM_206933-29	684,1	62,3	0,09
chr1	216247254	216247674	USH2A:PE27	655,5	59,7	0,09
chr1	216251359	216251778	USH2A:NM_206933-27	667,9	74,5	0,11
chr1	216256714	216257013	USH2A:NM_206933-26	619,9	80,6	0,13
chr1	216257969	216258292	USH2A:NM_206933-25	626,5	148,2	0,24
chr1	216259989	216260229	USH2A:NM_206933-24	693,8	110,2	0,16
chr1	216261849	216262114	USH2A:NM_206933,2-PE23	792,6	77,3	0,10
chr1	216262284	216262490	USH2A:NM_206933-23	663,7	80,6	0,12
chr1	216270349	216270629	USH2A:NM_206933-22	695,8	95,7	0,14
chr1	216347209	216347275	USH2A:NM_007123-21,1	566,7	48,0	0,08
chr1	216347284	216347662	USH2A:NM_007123-21,2	698,4	46,5	0,07
chr1	216347674	216347910	USH2A:NM_007123-21,3	713,5	57,6	0,08
chr1	216347914	216348899	USH2A:NM_007123-21,4	761,3	59,8	0,08
chr1	216363489	216363732	USH2A:NM_206933-20	650,2	97,3	0,15
chr1	216369814	216370113	USH2A:NM_206933-19	650,2	65,6	0,10
chr1	216371574	216371999	USH2A:NM_206933-18	690,9	118,7	0,17
chr1	216372884	216373480	USH2A:NM_206933-17	709,5	82,0	0,12
chr1	216380544	216380861	USH2A:NM_206933-16	675,4	95,9	0,14
chr1	216390654	216390971	USH2A:NM_206933-15	631,0	66,7	0,11
chr1	216405214	216405550	USH2A:NM_206933-14	548,7	141,9	0,26
chr1	216419844	216420658	USH2A:NM_206933-13	736,2	77,1	0,10
chr1	216424174	216424523	USH2A:NM_206933-12	658,4	79,2	0,12
chr1	216462539	216462827	USH2A:NM_206933-11	662,1	84,6	0,13
chr1	216465444	216465797	USH2A:NM_206933-10	687,9	91,9	0,13
chr1	216495154	216495400	USH2A:NM_206933-9	534,9	84,9	0,16
chr1	216496734	216497124	USH2A:NM_206933-8	683,0	76,8	0,11
chr1	216497429	216497779	USH2A:NM_206933-7	687,6	105,9	0,15
chr1	216498574	216499027	USH2A:NM_206933-6	705,8	31,9	0,05
chr1	216500859	216501066	USH2A:NM_206933-5	704,3	94,4	0,13
chr1	216538224	216538498	USH2A:NM_206933-4	714,9	106,0	0,15
chr1	216591774	216592107	USH2A:NM_206933-3	716,2	93,6	0,13
chr1	216595109	216595952	USH2A:NM_206933-2	735,4	57,5	0,08
chr1	216596479	216596807	USH2A:NM_206933-1	678,5	73,8	0,11
chr2	26679998	26681149	OTOF:NM_194248-47	568,7	94,2	0,17
chr2	26682818	26683162	OTOF:NM_194248-46	594,2	103,5	0,17
chr2	26683443	26683957	OTOF:NM_194248-44;OTOF:NM_194248-45	539,4	145,4	0,27
chr2	26684483	26684874	OTOF:NM_194248-43	635,1	132,3	0,21
chr2	26684878	26685115	OTOF:NM_194248-42	510,5	97,2	0,19
chr2	26686273	26686531	OTOF:NM_194248-41	561,5	111,5	0,20
chr2	26686753	26687049	OTOF:NM_194248-40	547,5	73,0	0,13
chr2	26687658	26687984	OTOF:NM_194248-39	510,9	100,6	0,20
chr2	26688468	26689038	OTOF:NM_194248-37;OTOF:NM_194248-38	597,0	153,0	0,26
chr2	26689503	26689793	OTOF:NM_194248-36	647,0	79,3	0,12
chr2	26689893	26690291	OTOF:NM_194248-34;OTOF:NM_194248-35	594,7	127,1	0,21
chr2	26690308	26690457	OTOF:NM_194248-34	644,0	94,8	0,15
chr2	26691193	26691409	OTOF:NM_194248-33	658,3	122,3	0,19
chr2	26693388	26693561	OTOF:NM_194248-32,1	577,8	71,2	0,12
chr2	26693573	26693682	OTOF:NM_194248-32,2	419,7	59,3	0,14
chr2	26693908	26694093	OTOF:NM_194248-31	536,3	77,4	0,14
chr2	26695308	26695602	OTOF:NM_194248-30	575,6	123,7	0,21
chr2	26695973	26696523	OTOF:NM_194248-28;OTOF:NM_194248-29	551,2	161,1	0,29
chr2	26696783	26697069	OTOF:NM_194248-27	491,0	119,7	0,24
chr2	26697298	26697631	OTOF:NM_194248-26	518,7	176,9	0,34
chr2	26698153	26698432	OTOF:NM_194248-25	513,0	112,9	0,22
chr2	26698703	26699035	OTOF:NM_194248-23;OTOF:NM_194248-24	620,4	78,1	0,13
chr2	26699058	26699265	OTOF:NM_194248-23	281,5	100,7	0,36
chr2	26699688	26701005	OTOF:NM_194248-19;OTOF:NM_194248-20;OTOF:NM_194248-21;OTOF:NM_194248-22;OTOF:NM_194322-1	555,4	140,3	0,25
chr2	26702048	26702587	OTOF:NM_194248-17;OTOF:NM_194248-18	575,0	109,5	0,19
chr2	26702988	26703237	OTOF:NM_194248-16	588,0	133,8	0,23
chr2	26703573	26703955	OTOF:NM_194248-15	448,5	168,6	0,38
chr2	26705203	26705521	OTOF:NM_194248-14	465,5	154,5	0,33
chr2	26706258	26706603	OTOF:NM_194248-13	657,4	104,7	0,16
chr2	26707263	26707581	OTOF:NM_194248-12	516,3	109,8	0,21
chr2	26712008	26712251	OTOF:NM_194248-11	482,9	96,2	0,20
chr2	26712473	26712680	OTOF:NM_194248-10	489,9	77,9	0,16
chr2	26717728	26718013	OTOF:NM_194248-9	491,6	124,2	0,25
chr2	26724538	26724757	OTOF:NM_194248-8	547,1	100,3	0,18
chr2	26725083	26725382	OTOF:NM_194248-7	540,4	99,1	0,18
chr2	26726568	26726777	OTOF:NM_194248-6	460,7	85,3	0,19
chr2	26739208	26739538	OTOF:NM_194248-5	635,7	83,0	0,13
chr2	26741803	26742054	OTOF:NM_194248-4	637,2	90,9	0,14
chr2	26750628	26750868	OTOF:NM_194248-3	560,7	87,7	0,16
chr2	26760513	26760731	OTOF:NM_194248-2	552,6	93,3	0,17
chr2	26781288	26781541	OTOF:NM_194248-1,1	429,1	59,4	0,14
chr2	26781543	26781658	OTOF:NM_194248-1,2	319,8	25,5	0,08
chr2	27600023	27601990	ZNF513:NM_144631-4;ZNF513:NM_144631-3	626,7	107,3	0,17
chr2	27602883	27603021	ZNF513:NM_144631-2	672,0	96,7	0,14
chr2	27603023	27603576	ZNF513:NM_144631-1;ZNF513:NM_144631-2;ZNF513:NM_001201459-1	451,1	176,0	0,39
chr2	27603578	27603681	ZNF513:NM_144631-1	322,1	26,0	0,08
chr2	29284483	29287451	C2ORF71:NM_001029883-2,1	702,3	67,8	0,10
chr2	29287453	29288017	C2ORF71:NM_001029883-2,2	599,7	33,7	0,06
chr2	29293383	29295623	C2ORF71:NM_001029883-1,1	595,2	162,8	0,27
chr2	29295653	29297198	C2ORF71:NM_001029883-1,2	684,3	46,0	0,07
chr2	62051899	62052781	FAM161A:NM_001201543-7,1	728,4	72,0	0,10
chr2	62053059	62053200	FAM161A:NM_001201543-7,2	588,3	35,3	0,06
chr2	62053204	62053340	FAM161A:NM_001201543-7,3	678,3	20,2	0,03
chr2	62053344	62053786	FAM161A:NM_001201543-7,4	687,8	63,1	0,09
chr2	62054159	62054473	FAM161A:NM_001201543-6	688,4	106,8	0,16
chr2	62063104	62063176	FAM161A:NM_001201543-5,1	545,4	83,4	0,15
chr2	62063184	62063325	FAM161A:NM_001201543-5,2	628,0	94,2	0,15
chr2	62065624	62065902	FAM161A:NM_001201543-4	665,4	78,8	0,12
chr2	62066474	62067774	FAM161A:NM_001201543-3	740,2	67,2	0,09
chr2	62069179	62069573	FAM161A:NM_001201543-2	676,3	88,5	0,13
chr2	62080909	62081342	FAM161A:NM_001201543-1	501,8	78,3	0,16
chr2	112656117	112656456	MERTK:NM_006343-1	312,2	144,9	0,46
chr2	112686612	112687140	MERTK:NM_006343-2	700,4	84,6	0,12
chr2	112702452	112702698	MERTK:NM_006343-3	716,6	58,0	0,08
chr2	112704897	112705210	MERTK:NM_006343-4	707,2	109,5	0,15
chr2	112722687	112722952	MERTK:NM_006343-5	590,7	105,3	0,18
chr2	112725697	112725900	MERTK:NM_006343-6	569,8	68,0	0,12
chr2	112732792	112733138	MERTK:NM_006343-7	687,6	67,0	0,10
chr2	112740337	112740654	MERTK:NM_006343-8	669,3	75,2	0,11
chr2	112751752	112752072	MERTK:NM_006343-9	612,6	64,8	0,11
chr2	112754827	112755141	MERTK:NM_006343-10	695,9	57,3	0,08
chr2	112758697	112758945	MERTK:NM_006343-11	682,3	74,3	0,11
chr2	112760597	112760828	MERTK:NM_006343-12	720,1	110,6	0,15
chr2	112761407	112761654	MERTK:NM_006343-13	653,7	41,2	0,06
chr2	112765877	112766141	MERTK:NM_006343-14	665,9	94,3	0,14
chr2	112767442	112767727	MERTK:NM_006343-15	679,0	44,4	0,07
chr2	112776917	112777166	MERTK:NM_006343-16	628,9	107,9	0,17
chr2	112778917	112779250	MERTK:NM_006343-17	644,5	83,7	0,13
chr2	112779752	112780048	MERTK:NM_006343-18	629,4	72,1	0,11
chr2	112785857	112786592	MERTK:NM_006343-19,1	675,6	33,4	0,05
chr2	112786617	112787030	MERTK:NM_006343-19,2	749,3	56,7	0,08
chr2	179316092	179316572	DFNB59:NM_001042702-1	648,4	60,9	0,09
chr2	179318037	179318435	DFNB59:NM_001042702-2	677,9	84,3	0,12
chr2	179318987	179319332	DFNB59:NM_001042702-3	637,1	139,5	0,22
chr2	179320652	179320934	DFNB59:NM_001042702-4	678,8	84,1	0,12
chr2	179323152	179323224	DFNB59:NM_001042702-5,1	560,6	83,3	0,15
