#Chromosome	Start	Stop	RegionID	SU5146	StdDevCoverage	StdDev/Mean
chr1	68904552	68905091	RPE65:NM_000329-8;RPE65:NM_000329-9	829,1	65,2	0,08
chr1	68905162	68905370	RPE65:NM_000329-7	738,3	88,8	0,12
chr1	68906462	68906773	RPE65:NM_000329-6	722,5	85,3	0,12
chr1	68910132	68910640	RPE65:NM_000329-4;RPE65:NM_000329-5	755,9	91,5	0,12
chr1	68912317	68912636	RPE65:NM_000329-3	760,1	77,6	0,10
chr1	68914227	68914485	RPE65:NM_000329-2	607,0	150,1	0,25
chr1	68915497	68915709	RPE65:NM_000329-1	683,9	81,0	0,12
chr1	94458312	94458879	ABCA4:NM_000350-50	754,1	81,9	0,11
chr1	94461582	94461834	ABCA4:NM_000350-49	650,2	164,7	0,25
chr1	94463337	94463732	ABCA4:NM_000350-48	705,7	108,1	0,15
chr1	94466312	94466740	ABCA4:NM_000350-46;ABCA4:NM_000350-47	691,7	180,9	0,26
chr1	94467342	94467615	ABCA4:NM_000350-45	720,6	57,5	0,08
chr1	94470912	94471206	ABCA4:NM_000350-44	758,3	87,5	0,12
chr1	94473107	94473357	ABCA4:NM_000350-43	664,9	105,7	0,16
chr1	94473707	94473921	ABCA4:NM_000350-42	613,5	99,1	0,16
chr1	94474232	94474517	ABCA4:NM_000350-41	753,9	86,0	0,11
chr1	94476272	94476570	ABCA4:NM_000350-40	655,8	79,2	0,12
chr1	94476737	94477015	ABCA4:NM_000350-39	709,6	122,7	0,17
chr1	94480027	94480317	ABCA4:NM_000350-38	750,5	77,3	0,10
chr1	94481212	94481502	ABCA4:NM_000350-37	588,6	65,5	0,11
chr1	94483827	94484224	ABCA4:NM_000350,2-PE36	776,3	114,5	0,15
chr1	94485067	94485384	ABCA4:NM_000350-36	690,6	123,4	0,18
chr1	94486717	94487034	ABCA4:NM_000350-35	725,5	61,0	0,08
chr1	94487122	94487286	ABCA4:NM_000350-34	833,4	69,2	0,08
chr1	94487317	94487564	ABCA4:NM_000350-33	735,0	62,0	0,08
chr1	94488857	94489044	ABCA4:NM_000350-32	723,0	91,5	0,13
chr1	94490427	94490674	ABCA4:NM_000350-31	730,5	69,5	0,10
chr1	94492872	94493131	ABCA4:NM_000350,2-PE30	738,5	95,4	0,13
chr1	94494922	94495274	ABCA4:NM_000350-30	665,8	95,3	0,14
chr1	94495912	94496168	ABCA4:NM_000350-29	647,0	120,6	0,19
chr1	94496467	94496765	ABCA4:NM_000350-28	723,7	107,3	0,15
chr1	94497257	94497673	ABCA4:NM_000350-27	617,3	65,0	0,11
chr1	94502222	94502425	ABCA4:NM_000350-26	675,6	61,1	0,09
chr1	94502622	94502980	ABCA4:NM_000350-25	735,2	117,5	0,16
chr1	94505522	94505781	ABCA4:NM_000350-24	683,1	107,7	0,16
chr1	94506682	94507046	ABCA4:NM_000350-23	732,9	88,1	0,12
chr1	94508232	94508518	ABCA4:NM_000350-22	683,6	139,9	0,20
chr1	94508817	94509105	ABCA4:NM_000350-21	743,6	124,5	0,17
chr1	94510097	94510384	ABCA4:NM_000350-20	710,7	172,9	0,24
chr1	94512392	94512722	ABCA4:NM_000350-19	693,9	105,8	0,15
chr1	94514347	94514589	ABCA4:NM_000350-18	759,5	92,2	0,12
chr1	94517112	94517327	ABCA4:NM_000350-17	712,7	84,5	0,12
chr1	94520592	94520953	ABCA4:NM_000350-16	798,3	123,5	0,15
chr1	94522082	94522462	ABCA4:NM_000350-15	695,1	65,1	0,09
chr1	94526012	94526372	ABCA4:NM_000350-14	696,5	62,3	0,09
chr1	94528062	94528372	ABCA4:NM_000350-13	631,5	166,4	0,26
chr1	94528597	94528956	ABCA4:NM_000350-12	779,3	85,7	0,11
chr1	94543162	94543517	ABCA4:NM_000350-11	770,4	140,6	0,18
chr1	94544117	94544333	ABCA4:NM_000350-10	557,8	189,8	0,34
chr1	94544822	94545099	ABCA4:NM_000350-9	721,1	62,4	0,09
chr1	94545952	94546345	ABCA4:NM_000350-8	733,3	70,0	0,10
chr1	94548837	94549014	ABCA4:NM_000350-7	627,3	75,8	0,12
chr1	94564277	94564626	ABCA4:NM_000350-6	707,3	77,1	0,11
chr1	94568487	94568773	ABCA4:NM_000350-5	753,4	130,7	0,17
chr1	94574057	94574334	ABCA4:NM_000350-4	641,8	124,1	0,19
chr1	94576922	94577202	ABCA4:NM_000350-3	750,7	101,9	0,14
chr1	94578457	94578627	ABCA4:NM_000350-2,1	712,4	66,9	0,09
chr1	94578637	94578712	ABCA4:NM_000350-2,2	617,8	45,1	0,07
chr1	94586462	94586770	ABCA4:NM_000350-1	623,5	250,4	0,40
chr1	100810487	100810812	CDC14A:NM_001319211-1	777,8	64,6	0,08
chr1	100817942	100818007	CDC14A:NM_001319210-1,1	126,2	36,3	0,29
chr1	100818017	100818638	CDC14A:NM_001319210-1,2	567,4	90,0	0,16
chr1	100819237	100819415	CDC14A:NM_001319210-2,1	738,9	48,0	0,06
chr1	100819422	100819494	CDC14A:NM_001319210-2,2	537,2	72,8	0,14
chr1	100843017	100843240	CDC14A:NM_001319210-3	691,9	109,3	0,16
chr1	100856207	100856467	CDC14A:NM_001319210-4	742,0	84,1	0,11
chr1	100889707	100889939	CDC14A:NM_001319210-5	752,1	78,0	0,10
chr1	100905407	100905629	CDC14A:NM_001319210-6	673,7	139,8	0,21
chr1	100908412	100908626	CDC14A:NM_001319210-7	640,4	105,4	0,16
chr1	100920932	100921129	CDC14A:NM_001319210-8	849,0	148,4	0,17
chr1	100928127	100928511	CDC14A:NM_001319210-9	734,6	100,2	0,14
chr1	100933427	100933714	CDC14A:NM_001319210-10	755,6	64,4	0,09
chr1	100949837	100950180	CDC14A:NM_001319210-11,1;CDC14A:NM_033313-11,1	742,5	55,4	0,07
chr1	100950192	100950289	CDC14A:NM_001319210-11,2;CDC14A:NM_033313-11,2	751,0	7,3	0,01
chr1	100950297	100950431	CDC14A:NM_001319210-11,3;CDC14A:NM_033313-11,3	776,6	13,9	0,02
chr1	100950432	100950911	CDC14A:NM_001319210-11,4;CDC14A:NM_033313-11,4	840,4	37,5	0,04
chr1	100950937	100951010	CDC14A:NM_001319210-11,5;CDC14A:NM_033313-11,5	584,2	35,9	0,06
chr1	100960297	100960542	CDC14A:NM_001319210-12	783,9	102,6	0,13
chr1	100961477	100961689	CDC14A:NM_001319210-13	743,6	78,2	0,11
chr1	100963567	100963854	CDC14A:NM_001319210-14	752,7	98,8	0,13
chr1	100964412	100965093	CDC14A:NM_001319210-15;CDC14A:NM_001319212-14	754,5	59,2	0,08
chr1	100970287	100970574	CDC14A:NM_001319210-16	719,1	121,3	0,17
chr1	100983732	100984216	CDC14A:NM_001319210-17,1	771,7	89,9	0,12
chr1	100984217	100985566	CDC14A:NM_001319210-17,2	778,0	51,8	0,07
chr1	100985582	100985899	CDC14A:NM_001319210-17,3	688,1	94,4	0,14
chr1	109419528	109419910	GPSM2:NM_013296-1	284,9	47,5	0,17
chr1	109427813	109428102	GPSM2:NM_013296-2,1	755,8	37,9	0,05
chr1	109428113	109428278	GPSM2:NM_013296-2,2	793,1	89,3	0,11
chr1	109439413	109439753	GPSM2:NM_013296-3	786,9	85,4	0,11
chr1	109440103	109440307	GPSM2:NM_013296-4	757,9	100,5	0,13
chr1	109440508	109440791	GPSM2:NM_013296-5	722,6	126,4	0,17
chr1	109441193	109441701	GPSM2:NM_013296-6;GPSM2:NM_013296-7	772,9	86,9	0,11
chr1	109444333	109444640	GPSM2:NM_013296-8	715,6	76,7	0,11
chr1	109445668	109445913	GPSM2:NM_013296-9	713,5	90,3	0,13
chr1	109446663	109446936	GPSM2:NM_013296-10	709,3	95,3	0,13
chr1	109456878	109457098	GPSM2:NM_013296-11	727,8	105,7	0,15
chr1	109461153	109461468	GPSM2:NM_013296-12	716,4	75,0	0,10
chr1	109464958	109465282	GPSM2:NM_013296-13	674,8	77,5	0,11
chr1	109466593	109466916	GPSM2:NM_013296-14	721,1	119,7	0,17
chr1	109472248	109473073	GPSM2:NM_013296-15	842,4	105,4	0,13
chr1	160007173	160007313	KCNJ10:NM_002241-2,1	717,2	50,9	0,07
chr1	160007318	160008051	KCNJ10:NM_002241-2,2	803,6	72,1	0,09
chr1	160008068	160009170	KCNJ10:NM_002241-2,3	707,4	165,7	0,23
chr1	160009203	160012387	KCNJ10:NM_002241-2,4	779,1	95,9	0,12
chr1	160039738	160040107	KCNJ10:NM_002241-1	391,5	163,8	0,42
chr1	197170510	197170801	CRB1:NM_001257965-1	579,3	168,8	0,29
chr1	197237250	197237667	CRB1:NM_001193640-1	709,0	103,0	0,15
chr1	197271500	197271574	CRB1:NM_001257965-2,1	423,7	53,9	0,13
chr1	197271585	197271683	CRB1:NM_001257965-2,2	529,8	25,6	0,05
chr1	197273445	197273620	CRB1:NM_001257965-3	714,3	121,0	0,17
chr1	197297470	197298216	CRB1:NM_001257965-4	758,2	76,2	0,10
chr1	197313330	197313694	CRB1:NM_001257965-5	777,9	55,7	0,07
chr1	197316390	197316676	CRB1:NM_001257965-6	745,4	134,2	0,18
chr1	197325880	197326211	CRB1:NM_001257965-7	728,1	101,5	0,14
chr1	197390045	197391189	CRB1:NM_001257965-8	790,0	122,7	0,16
chr1	197396555	197397207	CRB1:NM_001257965-9	735,8	89,1	0,12
chr1	197398030	197398301	CRB1:NM_001257965-10	718,0	120,1	0,17
chr1	197398505	197398815	CRB1:NM_001257965-11	773,1	73,8	0,10
chr1	197403760	197404821	CRB1:NM_001257965-12	806,2	83,3	0,10
chr1	197407605	197407883	CRB1:NM_001257965-13	656,4	99,2	0,15
chr1	197411215	197411722	CRB1:NM_001257965-14;CRB1:NR_047564-11	745,8	59,9	0,08
chr1	197446715	197447657	CRB1:NM_001257965-15	797,5	92,2	0,12
chr1	213031516	213032612	FLVCR1:NM_014053-1	546,3	240,6	0,44
chr1	213036996	213037274	FLVCR1:NM_014053-2	730,4	92,9	0,13
chr1	213045946	213046221	FLVCR1:NM_014053-3	712,0	143,5	0,20
chr1	213056631	213056861	FLVCR1:NM_014053-4	695,6	101,1	0,15
chr1	213058551	213058800	FLVCR1:NM_014053-5	724,0	84,4	0,12
chr1	213061151	213061223	FLVCR1:NM_014053-6,1	683,5	39,6	0,06
chr1	213061226	213061431	FLVCR1:NM_014053-6,2	669,3	58,6	0,09
chr1	213061746	213062008	FLVCR1:NM_014053-7	732,3	86,1	0,12
chr1	213062411	213062656	FLVCR1:NM_014053-8	685,4	112,2	0,16
chr1	213068271	213068929	FLVCR1:NM_014053-9;FLVCR1:NM_014053-10,1	760,6	76,3	0,10
chr1	213068936	213069455	FLVCR1:NM_014053-10,2	782,1	48,6	0,06
chr1	213069486	213070049	FLVCR1:NM_014053-10,3	795,1	83,2	0,10
chr1	213070976	213071058	FLVCR1:NM_014053-10,4	99,5	7,9	0,08
chr1	213071201	213071757	FLVCR1:NM_014053-10,5	756,1	99,9	0,13
chr1	213071771	213072055	FLVCR1:NM_014053-10,6	735,3	84,2	0,11
chr1	213072106	213072184	FLVCR1:NM_014053-10,7	399,0	22,1	0,06
chr1	213072216	213072692	FLVCR1:NM_014053-10,8	724,5	99,4	0,14
chr1	213072696	213072765	FLVCR1:NM_014053-10,9	610,0	112,0	0,18
chr1	215796154	215798124	USH2A:NM_206933-72,1	772,5	85,9	0,11
chr1	215798129	215799299	USH2A:NM_206933-72,2	800,7	96,8	0,12
chr1	215802084	215802472	USH2A:NM_206933-71	703,6	96,5	0,14
chr1	215807729	215808110	USH2A:NM_206933-70	761,7	91,5	0,12
chr1	215812414	215812674	USH2A:NM_206933-69	786,6	126,1	0,16
chr1	215813829	215814141	USH2A:NM_206933-68	644,8	86,1	0,13
chr1	215820789	215821132	USH2A:NM_206933-67	727,9	50,4	0,07
chr1	215821794	215822186	USH2A:NM_206933-66	753,3	59,2	0,08
chr1	215823859	215824201	USH2A:NM_206933-65	624,7	115,2	0,18
chr1	215827189	215827434	USH2A:NM_206933,2-PE64	742,8	95,2	0,13
chr1	215844229	215844719	USH2A:NM_206933-64	786,8	97,9	0,12
chr1	215847359	215849039	USH2A:NM_206933-63	828,1	60,4	0,07
chr1	215853409	215853754	USH2A:NM_206933-62	756,6	114,0	0,15
chr1	215901299	215901794	USH2A:NM_206933-61	813,8	65,7	0,08
chr1	215914644	215914884	USH2A:NM_206933-60,1	773,4	98,0	0,13
chr1	215914894	215914968	USH2A:NM_206933-60,2	530,1	66,2	0,12
chr1	215916444	215916683	USH2A:NM_206933-59	610,6	129,8	0,21
chr1	215931924	215932097	USH2A:NM_206933-58,1	736,2	122,2	0,17
chr1	215932109	215932184	USH2A:NM_206933-58,2	640,7	75,0	0,12
chr1	215932919	215933272	USH2A:NM_206933-57	734,7	69,2	0,09
chr1	215939939	215940188	USH2A:NM_206933-56	737,1	97,4	0,13
chr1	215953109	215953451	USH2A:NM_206933-55	713,9	65,1	0,09
chr1	215955309	215955620	USH2A:NM_206933-54	750,0	80,0	0,11
chr1	215956004	215956356	USH2A:NM_206933-53	736,7	150,9	0,20
chr1	215959939	215960287	USH2A:NM_206933-52	700,8	87,6	0,12
chr1	215963329	215963711	USH2A:NM_206933-51	688,3	101,6	0,15
chr1	215967554	215968001	USH2A:PE50	758,3	121,2	0,16
chr1	215972164	215972558	USH2A:NM_206933-50	741,5	97,6	0,13
chr1	215987004	215987313	USH2A:NM_206933-49	710,8	71,4	0,10
chr1	215990259	215990617	USH2A:NM_206933-48	698,7	65,7	0,09
chr1	216011249	216011528	USH2A:NM_206933-47	727,6	88,8	0,12
chr1	216017564	216017910	USH2A:NM_206933-46	751,8	81,5	0,11
chr1	216019084	216019439	USH2A:NM_206933-45	722,0	108,5	0,15
chr1	216039489	216039952	USH2A:PE44	766,9	95,2	0,12
chr1	216040274	216040573	USH2A:NM_206933-44	698,1	112,9	0,16
chr1	216051024	216051320	USH2A:NM_206933-43	781,2	84,1	0,11
chr1	216052029	216052520	USH2A:NM_206933-42	769,4	82,0	0,11
chr1	216061694	216062455	USH2A:NM_206933-41	817,0	69,3	0,08
chr1	216064419	216064770	USH2A:PE40	737,3	92,7	0,13
chr1	216073344	216073612	USH2A:NM_206933-40	774,3	99,4	0,13
chr1	216074014	216074339	USH2A:NM_206933-39	696,7	81,4	0,12
chr1	216107884	216108155	USH2A:NM_206933-38	717,9	88,8	0,12
chr1	216138574	216138906	USH2A:NM_206933-37	733,0	159,0	0,22
chr1	216143884	216144207	USH2A:NM_206933-36	739,0	100,4	0,14
chr1	216166279	216166596	USH2A:NM_206933-35	709,7	94,0	0,13
chr1	216172154	216172460	USH2A:NM_206933-34	722,1	93,0	0,13
chr1	216173674	216173991	USH2A:NM_206933-33	775,1	98,9	0,13
chr1	216219689	216220001	USH2A:NM_206933-32	743,1	112,3	0,15
chr1	216221794	216222048	USH2A:NM_206933-31	723,4	128,3	0,18
chr1	216243369	216243722	USH2A:NM_206933-30	740,5	103,2	0,14
chr1	216246199	216246720	USH2A:NM_206933-28;USH2A:NM_206933-29	761,3	88,9	0,12
chr1	216247254	216247674	USH2A:PE27	706,0	101,2	0,14
chr1	216251359	216251778	USH2A:NM_206933-27	726,1	95,6	0,13
chr1	216256714	216257013	USH2A:NM_206933-26	708,1	118,1	0,17
chr1	216257969	216258292	USH2A:NM_206933-25	645,4	120,1	0,19
chr1	216259989	216260229	USH2A:NM_206933-24	768,6	111,9	0,15
chr1	216261849	216262114	USH2A:NM_206933,2-PE23	693,9	88,7	0,13
chr1	216262284	216262490	USH2A:NM_206933-23	664,0	65,8	0,10
chr1	216270349	216270629	USH2A:NM_206933-22	771,5	103,4	0,13
chr1	216347209	216347275	USH2A:NM_007123-21,1	653,7	66,8	0,10
chr1	216347284	216347662	USH2A:NM_007123-21,2	715,1	35,1	0,05
chr1	216347674	216347910	USH2A:NM_007123-21,3	755,0	59,1	0,08
chr1	216347914	216348899	USH2A:NM_007123-21,4	797,5	66,8	0,08
chr1	216363489	216363732	USH2A:NM_206933-20	746,7	112,6	0,15
chr1	216369814	216370113	USH2A:NM_206933-19	807,4	101,3	0,13
chr1	216371574	216371999	USH2A:NM_206933-18	709,0	100,1	0,14
chr1	216372884	216373480	USH2A:NM_206933-17	785,8	118,4	0,15
chr1	216380544	216380861	USH2A:NM_206933-16	786,5	113,7	0,14
chr1	216390654	216390971	USH2A:NM_206933-15	773,2	107,6	0,14
chr1	216405214	216405550	USH2A:NM_206933-14	665,5	168,5	0,25
chr1	216419844	216420658	USH2A:NM_206933-13	804,4	72,9	0,09
chr1	216424174	216424523	USH2A:NM_206933-12	781,9	116,5	0,15
chr1	216462539	216462827	USH2A:NM_206933-11	746,2	117,2	0,16
chr1	216465444	216465797	USH2A:NM_206933-10	702,0	91,2	0,13
chr1	216495154	216495400	USH2A:NM_206933-9	625,7	101,7	0,16
chr1	216496734	216497124	USH2A:NM_206933-8	772,7	141,1	0,18
chr1	216497429	216497779	USH2A:NM_206933-7	733,1	131,6	0,18
chr1	216498574	216499027	USH2A:NM_206933-6	744,8	51,8	0,07
chr1	216500859	216501066	USH2A:NM_206933-5	689,6	72,6	0,11
chr1	216538224	216538498	USH2A:NM_206933-4	775,4	139,4	0,18
chr1	216591774	216592107	USH2A:NM_206933-3	702,0	65,7	0,09
chr1	216595109	216595952	USH2A:NM_206933-2	821,4	65,5	0,08
chr1	216596479	216596807	USH2A:NM_206933-1	769,4	82,1	0,11
chr2	26679998	26681149	OTOF:NM_194248-47	644,3	115,0	0,18
chr2	26682818	26683162	OTOF:NM_194248-46	695,0	122,0	0,18
chr2	26683443	26683957	OTOF:NM_194248-44;OTOF:NM_194248-45	566,1	176,6	0,31
chr2	26684483	26684874	OTOF:NM_194248-43	685,1	125,1	0,18
chr2	26684878	26685115	OTOF:NM_194248-42	534,0	112,6	0,21
chr2	26686273	26686531	OTOF:NM_194248-41	629,1	122,2	0,19
chr2	26686753	26687049	OTOF:NM_194248-40	648,3	93,6	0,14
chr2	26687658	26687984	OTOF:NM_194248-39	543,4	110,9	0,20
chr2	26688468	26689038	OTOF:NM_194248-37;OTOF:NM_194248-38	618,9	152,5	0,25
chr2	26689503	26689793	OTOF:NM_194248-36	736,4	90,5	0,12
chr2	26689893	26690291	OTOF:NM_194248-34;OTOF:NM_194248-35	685,1	138,0	0,20
chr2	26690308	26690457	OTOF:NM_194248-34	814,5	75,1	0,09
chr2	26691193	26691409	OTOF:NM_194248-33	674,9	105,6	0,16
chr2	26693388	26693561	OTOF:NM_194248-32,1	695,1	94,6	0,14
chr2	26693573	26693682	OTOF:NM_194248-32,2	504,6	78,2	0,15
chr2	26693908	26694093	OTOF:NM_194248-31	652,2	105,0	0,16
chr2	26695308	26695602	OTOF:NM_194248-30	611,9	137,8	0,23
chr2	26695973	26696523	OTOF:NM_194248-28;OTOF:NM_194248-29	636,1	167,4	0,26
chr2	26696783	26697069	OTOF:NM_194248-27	533,3	142,2	0,27
chr2	26697298	26697631	OTOF:NM_194248-26	598,3	201,6	0,34
chr2	26698153	26698432	OTOF:NM_194248-25	587,0	153,8	0,26
chr2	26698703	26699035	OTOF:NM_194248-23;OTOF:NM_194248-24	690,3	70,3	0,10
chr2	26699058	26699265	OTOF:NM_194248-23	373,1	139,0	0,37
chr2	26699688	26701005	OTOF:NM_194248-19;OTOF:NM_194248-20;OTOF:NM_194248-21;OTOF:NM_194248-22;OTOF:NM_194322-1	581,9	128,6	0,22
chr2	26702048	26702587	OTOF:NM_194248-17;OTOF:NM_194248-18	668,2	114,1	0,17
chr2	26702988	26703237	OTOF:NM_194248-16	658,5	143,3	0,22
chr2	26703573	26703955	OTOF:NM_194248-15	456,7	161,3	0,35
chr2	26705203	26705521	OTOF:NM_194248-14	525,9	148,7	0,28
chr2	26706258	26706603	OTOF:NM_194248-13	690,9	85,2	0,12
chr2	26707263	26707581	OTOF:NM_194248-12	601,5	142,1	0,24
chr2	26712008	26712251	OTOF:NM_194248-11	547,7	86,6	0,16
chr2	26712473	26712680	OTOF:NM_194248-10	511,7	100,1	0,20
chr2	26717728	26718013	OTOF:NM_194248-9	557,4	132,9	0,24
chr2	26724538	26724757	OTOF:NM_194248-8	646,5	110,8	0,17
chr2	26725083	26725382	OTOF:NM_194248-7	654,2	132,6	0,20
chr2	26726568	26726777	OTOF:NM_194248-6	553,5	98,3	0,18
chr2	26739208	26739538	OTOF:NM_194248-5	652,2	72,5	0,11
chr2	26741803	26742054	OTOF:NM_194248-4	671,9	129,6	0,19
chr2	26750628	26750868	OTOF:NM_194248-3	558,2	100,5	0,18
chr2	26760513	26760731	OTOF:NM_194248-2	612,6	90,0	0,15
chr2	26781288	26781541	OTOF:NM_194248-1,1	420,0	63,8	0,15
chr2	26781543	26781658	OTOF:NM_194248-1,2	291,8	21,6	0,07
chr2	27600023	27601990	ZNF513:NM_144631-4;ZNF513:NM_144631-3	703,9	147,2	0,21
chr2	27602883	27603021	ZNF513:NM_144631-2	763,1	100,4	0,13
chr2	27603023	27603576	ZNF513:NM_144631-1;ZNF513:NM_144631-2;ZNF513:NM_001201459-1	517,5	146,2	0,28
chr2	27603578	27603681	ZNF513:NM_144631-1	338,8	39,7	0,12
chr2	29284483	29287451	C2ORF71:NM_001029883-2,1	775,9	68,6	0,09
chr2	29287453	29288017	C2ORF71:NM_001029883-2,2	762,3	92,5	0,12
chr2	29293383	29295623	C2ORF71:NM_001029883-1,1	674,5	181,8	0,27
chr2	29295653	29297198	C2ORF71:NM_001029883-1,2	804,2	66,9	0,08
chr2	62051899	62052781	FAM161A:NM_001201543-7,1	739,8	82,9	0,11
chr2	62053059	62053200	FAM161A:NM_001201543-7,2	722,5	77,7	0,11
chr2	62053204	62053340	FAM161A:NM_001201543-7,3	750,3	34,2	0,05
chr2	62053344	62053786	FAM161A:NM_001201543-7,4	764,9	70,6	0,09
chr2	62054159	62054473	FAM161A:NM_001201543-6	717,8	112,0	0,16
chr2	62063104	62063176	FAM161A:NM_001201543-5,1	581,6	68,0	0,12
chr2	62063184	62063325	FAM161A:NM_001201543-5,2	720,0	81,2	0,11
chr2	62065624	62065902	FAM161A:NM_001201543-4	774,0	95,1	0,12
chr2	62066474	62067774	FAM161A:NM_001201543-3	832,0	82,3	0,10
chr2	62069179	62069573	FAM161A:NM_001201543-2	794,2	101,6	0,13
chr2	62080909	62081342	FAM161A:NM_001201543-1	587,0	90,4	0,15
chr2	112656117	112656456	MERTK:NM_006343-1	364,5	169,6	0,47
chr2	112686612	112687140	MERTK:NM_006343-2	775,0	75,7	0,10
chr2	112702452	112702698	MERTK:NM_006343-3	758,8	72,3	0,10
chr2	112704897	112705210	MERTK:NM_006343-4	718,7	110,0	0,15
chr2	112722687	112722952	MERTK:NM_006343-5	648,5	96,6	0,15
chr2	112725697	112725900	MERTK:NM_006343-6	617,2	92,6	0,15
chr2	112732792	112733138	MERTK:NM_006343-7	748,9	53,0	0,07
chr2	112740337	112740654	MERTK:NM_006343-8	730,5	93,8	0,13
chr2	112751752	112752072	MERTK:NM_006343-9	736,8	80,6	0,11
chr2	112754827	112755141	MERTK:NM_006343-10	747,4	60,2	0,08
chr2	112758697	112758945	MERTK:NM_006343-11	754,6	82,1	0,11
chr2	112760597	112760828	MERTK:NM_006343-12	766,7	109,1	0,14
chr2	112761407	112761654	MERTK:NM_006343-13	718,8	67,0	0,09
chr2	112765877	112766141	MERTK:NM_006343-14	686,9	94,3	0,14
chr2	112767442	112767727	MERTK:NM_006343-15	719,7	67,5	0,09
chr2	112776917	112777166	MERTK:NM_006343-16	637,7	91,3	0,14
chr2	112778917	112779250	MERTK:NM_006343-17	710,5	100,2	0,14
chr2	112779752	112780048	MERTK:NM_006343-18	712,0	68,9	0,10
chr2	112785857	112786592	MERTK:NM_006343-19,1	807,2	47,9	0,06
chr2	112786617	112787030	MERTK:NM_006343-19,2	824,1	39,5	0,05
chr2	179316092	179316572	DFNB59:NM_001042702-1	749,8	67,7	0,09
chr2	179318037	179318435	DFNB59:NM_001042702-2	747,1	99,4	0,13
chr2	179318987	179319332	DFNB59:NM_001042702-3	686,5	136,5	0,20
chr2	179320652	179320934	DFNB59:NM_001042702-4	728,5	90,3	0,12
chr2	179323152	179323224	DFNB59:NM_001042702-5,1	651,9	81,0	0,12
