#Chromosome	Start	Stop	RegionID	SU4322	StdDevCoverage	StdDev/Mean
chr1	94508817	94509105	ABCA4:NM_000350-21	600,7	87,7	0,15
chr1	94510097	94510384	ABCA4:NM_000350-20	528,4	87,4	0,17
chr1	94512392	94512722	ABCA4:NM_000350-19	526,7	48,3	0,09
chr1	94514347	94514589	ABCA4:NM_000350-18	518,4	52,8	0,10
chr1	94517112	94517327	ABCA4:NM_000350-17	594,5	62,6	0,11
chr1	94520592	94520953	ABCA4:NM_000350-16	535,9	99,1	0,18
chr1	94522082	94522462	ABCA4:NM_000350-15	597,5	54,8	0,09
chr1	94526012	94526372	ABCA4:NM_000350-14	557,6	51,7	0,09
chr1	94528062	94528372	ABCA4:NM_000350-13	498,3	120,5	0,24
chr1	94528597	94528956	ABCA4:NM_000350-12	584,9	63,9	0,11
chr1	94543162	94543517	ABCA4:NM_000350-11	555,7	102,8	0,18
chr1	94544117	94544333	ABCA4:NM_000350-10	380,3	139,1	0,37
chr1	94544822	94545099	ABCA4:NM_000350-9	543,6	67,1	0,12
chr1	94545952	94546345	ABCA4:NM_000350-8	583,8	66,8	0,11
chr1	94548837	94549014	ABCA4:NM_000350-7	531,2	63,2	0,12
chr1	94564277	94564626	ABCA4:NM_000350-6	613,4	39,9	0,07
chr1	94568487	94568773	ABCA4:NM_000350-5	561,9	92,4	0,16
chr1	94574057	94574334	ABCA4:NM_000350-4	593,2	110,7	0,19
chr1	94576922	94577202	ABCA4:NM_000350-3	579,6	81,6	0,14
chr1	94578457	94578627	ABCA4:NM_000350-2,1	577,2	45,9	0,08
chr1	94578637	94578712	ABCA4:NM_000350-2,2	526,9	49,4	0,09
chr1	94586462	94586770	ABCA4:NM_000350-1	530,5	199,8	0,38
chr1	100810487	100810812	CDC14A:NM_001319211-1	614,7	74,7	0,12
chr1	100817942	100818007	CDC14A:NM_001319210-1,1	106,3	26,5	0,25
chr1	100818017	100818638	CDC14A:NM_001319210-1,2	428,9	53,2	0,12
chr1	100819237	100819415	CDC14A:NM_001319210-2,1	663,1	64,6	0,10
chr1	100819422	100819494	CDC14A:NM_001319210-2,2	482,2	59,2	0,12
chr1	100843017	100843240	CDC14A:NM_001319210-3	544,0	64,7	0,12
chr1	100856207	100856467	CDC14A:NM_001319210-4	609,0	58,8	0,10
chr1	100889707	100889939	CDC14A:NM_001319210-5	558,3	45,9	0,08
chr1	100905407	100905629	CDC14A:NM_001319210-6	628,1	107,2	0,17
chr1	100908412	100908626	CDC14A:NM_001319210-7	570,4	71,8	0,13
chr1	100920932	100921129	CDC14A:NM_001319210-8	568,5	63,0	0,11
chr1	100928127	100928511	CDC14A:NM_001319210-9	593,6	110,6	0,19
chr1	100933427	100933714	CDC14A:NM_001319210-10	599,5	51,9	0,09
chr1	100949837	100950180	CDC14A:NM_001319210-11,1;CDC14A:NM_033313-11,1	621,2	28,0	0,05
chr1	100950192	100950289	CDC14A:NM_001319210-11,2;CDC14A:NM_033313-11,2	683,3	10,8	0,02
chr1	100950297	100950431	CDC14A:NM_001319210-11,3;CDC14A:NM_033313-11,3	639,2	26,8	0,04
chr1	100950432	100950911	CDC14A:NM_001319210-11,4;CDC14A:NM_033313-11,4	652,3	56,2	0,09
chr1	100950937	100951010	CDC14A:NM_001319210-11,5;CDC14A:NM_033313-11,5	461,2	20,6	0,04
chr1	100960297	100960542	CDC14A:NM_001319210-12	620,5	68,5	0,11
chr1	100961477	100961689	CDC14A:NM_001319210-13	570,9	53,2	0,09
chr1	100963567	100963854	CDC14A:NM_001319210-14	650,1	85,1	0,13
chr1	100964412	100965093	CDC14A:NM_001319210-15;CDC14A:NM_001319212-14	639,8	54,6	0,09
chr1	100970287	100970574	CDC14A:NM_001319210-16	618,1	79,5	0,13
chr1	100983732	100984216	CDC14A:NM_001319210-17,1	621,3	67,6	0,11
chr1	100984217	100985566	CDC14A:NM_001319210-17,2	672,8	56,5	0,08
chr1	100985582	100985899	CDC14A:NM_001319210-17,3	519,6	50,2	0,10
chr1	109419528	109419910	GPSM2:NM_013296-1	211,9	56,5	0,27
chr1	109427813	109428102	GPSM2:NM_013296-2,1	593,2	31,4	0,05
chr1	109428113	109428278	GPSM2:NM_013296-2,2	629,4	53,8	0,09
chr1	109439413	109439753	GPSM2:NM_013296-3	598,4	71,8	0,12
chr1	109440103	109440307	GPSM2:NM_013296-4	538,1	84,0	0,16
chr1	109440508	109440791	GPSM2:NM_013296-5	559,3	75,7	0,14
chr1	109441193	109441701	GPSM2:NM_013296-6;GPSM2:NM_013296-7	633,3	84,1	0,13
chr1	109444333	109444640	GPSM2:NM_013296-8	589,0	85,7	0,15
chr1	109445668	109445913	GPSM2:NM_013296-9	672,6	76,7	0,11
chr1	109446663	109446936	GPSM2:NM_013296-10	636,8	82,3	0,13
chr1	109456878	109457098	GPSM2:NM_013296-11	630,1	84,0	0,13
chr1	109461153	109461468	GPSM2:NM_013296-12	636,3	69,2	0,11
chr1	109464958	109465282	GPSM2:NM_013296-13	621,5	66,5	0,11
chr1	109466593	109466916	GPSM2:NM_013296-14	550,1	59,2	0,11
chr1	109472248	109473073	GPSM2:NM_013296-15	629,9	60,4	0,10
chr1	160007173	160007313	KCNJ10:NM_002241-2,1	589,5	30,5	0,05
chr1	160007318	160008051	KCNJ10:NM_002241-2,2	694,6	57,5	0,08
chr1	160008068	160009170	KCNJ10:NM_002241-2,3	608,3	124,4	0,20
chr1	160009203	160012387	KCNJ10:NM_002241-2,4	622,1	74,2	0,12
chr1	160039738	160040107	KCNJ10:NM_002241-1	342,0	157,5	0,46
chr1	197170510	197170801	CRB1:NM_001257965-1	434,1	135,9	0,31
chr1	197237250	197237667	CRB1:NM_001193640-1	570,5	61,4	0,11
chr1	197271500	197271574	CRB1:NM_001257965-2,1	297,9	49,9	0,17
chr1	197271585	197271683	CRB1:NM_001257965-2,2	456,3	34,3	0,08
chr1	197273445	197273620	CRB1:NM_001257965-3	547,3	76,9	0,14
chr1	197297470	197298216	CRB1:NM_001257965-4	646,5	71,6	0,11
chr1	197313330	197313694	CRB1:NM_001257965-5	594,9	46,1	0,08
chr1	197316390	197316676	CRB1:NM_001257965-6	588,4	99,8	0,17
chr1	197325880	197326211	CRB1:NM_001257965-7	559,5	60,3	0,11
chr1	197390045	197391189	CRB1:NM_001257965-8	626,9	108,0	0,17
chr1	197396555	197397207	CRB1:NM_001257965-9	608,5	90,5	0,15
chr1	197398030	197398301	CRB1:NM_001257965-10	618,4	81,3	0,13
chr1	197398505	197398815	CRB1:NM_001257965-11	584,1	66,6	0,11
chr1	197403760	197404821	CRB1:NM_001257965-12	626,6	58,5	0,09
chr1	197407605	197407883	CRB1:NM_001257965-13	570,8	103,6	0,18
chr1	197411215	197411722	CRB1:NM_001257965-14;CRB1:NR_047564-11	622,2	53,6	0,09
chr1	197446715	197447657	CRB1:NM_001257965-15	630,5	55,0	0,09
chr1	213031516	213032612	FLVCR1:NM_014053-1	405,8	180,6	0,45
chr1	213036996	213037274	FLVCR1:NM_014053-2	634,9	80,8	0,13
chr1	213045946	213046221	FLVCR1:NM_014053-3	560,4	100,4	0,18
chr1	213056631	213056861	FLVCR1:NM_014053-4	624,9	86,0	0,14
chr1	213058551	213058800	FLVCR1:NM_014053-5	647,8	71,1	0,11
chr1	213061151	213061223	FLVCR1:NM_014053-6,1	589,0	52,9	0,09
chr1	213061226	213061431	FLVCR1:NM_014053-6,2	597,8	75,1	0,13
chr1	213061746	213062008	FLVCR1:NM_014053-7	589,0	67,0	0,11
chr1	213062411	213062656	FLVCR1:NM_014053-8	566,4	62,2	0,11
chr1	213068271	213068929	FLVCR1:NM_014053-9;FLVCR1:NM_014053-10,1	625,2	52,5	0,08
chr1	213068936	213069455	FLVCR1:NM_014053-10,2	680,0	40,2	0,06
chr1	213069486	213070049	FLVCR1:NM_014053-10,3	621,0	80,5	0,13
chr1	213070976	213071058	FLVCR1:NM_014053-10,4	87,9	5,0	0,06
chr1	213071201	213071757	FLVCR1:NM_014053-10,5	615,7	114,4	0,19
chr1	213071771	213072055	FLVCR1:NM_014053-10,6	626,2	66,1	0,11
chr1	213072106	213072184	FLVCR1:NM_014053-10,7	328,2	5,6	0,02
chr1	213072216	213072692	FLVCR1:NM_014053-10,8	591,3	73,2	0,12
chr1	213072696	213072765	FLVCR1:NM_014053-10,9	512,4	35,3	0,07
chr1	215796154	215798124	USH2A:NM_206933-72,1	676,4	72,1	0,11
chr1	215798129	215799299	USH2A:NM_206933-72,2	680,2	73,5	0,11
chr1	215802084	215802472	USH2A:NM_206933-71	584,0	87,3	0,15
chr1	215807729	215808110	USH2A:NM_206933-70	629,5	61,2	0,10
chr1	215812414	215812674	USH2A:NM_206933-69	604,7	86,6	0,14
chr1	215813829	215814141	USH2A:NM_206933-68	549,0	81,9	0,15
chr1	215820789	215821132	USH2A:NM_206933-67	566,0	45,4	0,08
chr1	215821794	215822186	USH2A:NM_206933-66	585,0	55,2	0,09
chr1	215823859	215824201	USH2A:NM_206933-65	504,0	101,5	0,20
chr1	215827189	215827434	USH2A:NM_206933,2-PE64	614,9	66,5	0,11
chr1	215844229	215844719	USH2A:NM_206933-64	633,6	70,4	0,11
chr1	215847359	215849039	USH2A:NM_206933-63	638,2	59,7	0,09
chr1	215853409	215853754	USH2A:NM_206933-62	566,6	70,2	0,12
chr1	215901299	215901794	USH2A:NM_206933-61	625,3	50,6	0,08
chr1	215914644	215914884	USH2A:NM_206933-60,1	621,7	48,4	0,08
chr1	215914894	215914968	USH2A:NM_206933-60,2	527,4	63,5	0,12
chr1	215916444	215916683	USH2A:NM_206933-59	533,5	104,0	0,19
chr1	215931924	215932097	USH2A:NM_206933-58,1	560,4	53,1	0,09
chr1	215932109	215932184	USH2A:NM_206933-58,2	501,0	43,4	0,09
chr1	215932919	215933272	USH2A:NM_206933-57	570,2	44,4	0,08
chr1	215939939	215940188	USH2A:NM_206933-56	610,1	72,5	0,12
chr1	215953109	215953451	USH2A:NM_206933-55	563,8	71,2	0,13
chr1	215955309	215955620	USH2A:NM_206933-54	675,8	92,1	0,14
chr1	215956004	215956356	USH2A:NM_206933-53	560,9	72,6	0,13
chr1	215959939	215960287	USH2A:NM_206933-52	591,2	62,0	0,10
chr1	215963329	215963711	USH2A:NM_206933-51	610,2	62,6	0,10
chr1	215967554	215968001	USH2A:PE50	633,9	82,2	0,13
chr1	215972164	215972558	USH2A:NM_206933-50	558,8	58,2	0,10
chr1	215987004	215987313	USH2A:NM_206933-49	622,9	71,5	0,11
chr1	215990259	215990617	USH2A:NM_206933-48	628,4	59,7	0,10
chr1	216011249	216011528	USH2A:NM_206933-47	613,4	72,9	0,12
chr1	216017564	216017910	USH2A:NM_206933-46	589,3	64,4	0,11
chr1	216019084	216019439	USH2A:NM_206933-45	641,0	115,4	0,18
chr1	216039489	216039952	USH2A:PE44	608,4	56,8	0,09
chr1	216040274	216040573	USH2A:NM_206933-44	615,7	108,2	0,18
chr1	216051024	216051320	USH2A:NM_206933-43	590,3	57,5	0,10
chr1	216052029	216052520	USH2A:NM_206933-42	577,8	56,3	0,10
chr1	216061694	216062455	USH2A:NM_206933-41	633,1	55,6	0,09
chr1	216064419	216064770	USH2A:PE40	621,9	70,8	0,11
chr1	216073344	216073612	USH2A:NM_206933-40	570,1	64,3	0,11
chr1	216074014	216074339	USH2A:NM_206933-39	565,4	92,2	0,16
chr1	216107884	216108155	USH2A:NM_206933-38	583,5	68,1	0,12
chr1	216138574	216138906	USH2A:NM_206933-37	623,4	117,8	0,19
chr1	216143884	216144207	USH2A:NM_206933-36	595,8	60,5	0,10
chr1	216166279	216166596	USH2A:NM_206933-35	577,8	56,4	0,10
chr1	216172154	216172460	USH2A:NM_206933-34	585,6	68,3	0,12
chr1	216173674	216173991	USH2A:NM_206933-33	651,9	85,4	0,13
chr1	216219689	216220001	USH2A:NM_206933-32	558,4	84,8	0,15
chr1	216221794	216222048	USH2A:NM_206933-31	556,6	60,4	0,11
chr1	216243369	216243722	USH2A:NM_206933-30	594,3	62,0	0,10
chr1	216246199	216246720	USH2A:NM_206933-28;USH2A:NM_206933-29	606,3	62,4	0,10
chr1	216247254	216247674	USH2A:PE27	559,1	94,6	0,17
chr1	216251359	216251778	USH2A:NM_206933-27	651,8	70,7	0,11
chr1	216256714	216257013	USH2A:NM_206933-26	599,1	102,5	0,17
chr1	216257969	216258292	USH2A:NM_206933-25	609,4	130,7	0,21
chr1	216259989	216260229	USH2A:NM_206933-24	603,4	104,3	0,17
chr1	216261849	216262114	USH2A:NM_206933,2-PE23	636,7	82,6	0,13
chr1	216262284	216262490	USH2A:NM_206933-23	627,6	65,0	0,10
chr1	216270349	216270629	USH2A:NM_206933-22	604,0	104,4	0,17
chr1	216347209	216347275	USH2A:NM_007123-21,1	579,3	40,4	0,07
chr1	216347284	216347662	USH2A:NM_007123-21,2	649,8	35,7	0,05
chr1	216347674	216347910	USH2A:NM_007123-21,3	657,6	60,1	0,09
chr1	216347914	216348899	USH2A:NM_007123-21,4	648,5	68,1	0,11
chr1	216363489	216363732	USH2A:NM_206933-20	573,2	89,7	0,16
chr1	216369814	216370113	USH2A:NM_206933-19	612,0	66,9	0,11
chr1	216371574	216371999	USH2A:NM_206933-18	621,3	87,4	0,14
chr1	216372884	216373480	USH2A:NM_206933-17	615,4	55,6	0,09
chr1	216380544	216380861	USH2A:NM_206933-16	650,0	79,2	0,12
chr1	216390654	216390971	USH2A:NM_206933-15	596,1	54,0	0,09
chr1	216405214	216405550	USH2A:NM_206933-14	572,1	125,8	0,22
chr1	216419844	216420658	USH2A:NM_206933-13	623,0	63,4	0,10
chr1	216424174	216424523	USH2A:NM_206933-12	597,3	75,6	0,13
chr1	216462539	216462827	USH2A:NM_206933-11	589,5	69,1	0,12
chr1	216465444	216465797	USH2A:NM_206933-10	591,8	70,1	0,12
chr1	216495154	216495400	USH2A:NM_206933-9	522,2	63,4	0,12
chr1	216496734	216497124	USH2A:NM_206933-8	605,6	82,6	0,14
chr1	216497429	216497779	USH2A:NM_206933-7	644,1	105,1	0,16
chr1	216498574	216499027	USH2A:NM_206933-6	613,4	53,9	0,09
chr1	216500859	216501066	USH2A:NM_206933-5	635,4	78,8	0,12
chr1	216538224	216538498	USH2A:NM_206933-4	593,8	78,3	0,13
chr1	216591774	216592107	USH2A:NM_206933-3	588,0	44,4	0,08
chr1	216595109	216595952	USH2A:NM_206933-2	638,1	47,6	0,07
chr1	216596479	216596807	USH2A:NM_206933-1	619,8	58,5	0,09
chr2	26679998	26681149	OTOF:NM_194248-47	517,3	84,2	0,16
chr2	26682818	26683162	OTOF:NM_194248-46	517,3	68,6	0,13
chr2	26683443	26683957	OTOF:NM_194248-44;OTOF:NM_194248-45	453,1	119,5	0,26
chr2	26684483	26684874	OTOF:NM_194248-43	509,0	74,0	0,15
chr2	26684878	26685115	OTOF:NM_194248-42	466,0	101,9	0,22
chr2	26686273	26686531	OTOF:NM_194248-41	499,3	105,7	0,21
chr2	26686753	26687049	OTOF:NM_194248-40	519,2	49,4	0,10
chr2	26687658	26687984	OTOF:NM_194248-39	440,1	62,4	0,14
chr2	26688468	26689038	OTOF:NM_194248-37;OTOF:NM_194248-38	506,5	114,2	0,23
chr2	26689503	26689793	OTOF:NM_194248-36	586,9	70,9	0,12
chr2	26689893	26690291	OTOF:NM_194248-34;OTOF:NM_194248-35	592,9	115,2	0,19
chr2	26690308	26690457	OTOF:NM_194248-34	527,8	61,4	0,12
chr2	26691193	26691409	OTOF:NM_194248-33	534,1	78,7	0,15
chr2	26693388	26693561	OTOF:NM_194248-32,1	542,1	70,1	0,13
chr2	26693573	26693682	OTOF:NM_194248-32,2	387,9	67,7	0,17
chr2	26693908	26694093	OTOF:NM_194248-31	478,2	63,0	0,13
chr2	26695308	26695602	OTOF:NM_194248-30	522,9	103,5	0,20
chr2	26695973	26696523	OTOF:NM_194248-28;OTOF:NM_194248-29	469,0	122,0	0,26
chr2	26696783	26697069	OTOF:NM_194248-27	396,5	93,8	0,24
chr2	26697298	26697631	OTOF:NM_194248-26	433,6	120,4	0,28
chr2	26698153	26698432	OTOF:NM_194248-25	437,6	118,3	0,27
chr2	26698703	26699035	OTOF:NM_194248-23;OTOF:NM_194248-24	517,3	65,3	0,13
chr2	26699058	26699265	OTOF:NM_194248-23	321,5	103,4	0,32
chr2	26699688	26701005	OTOF:NM_194248-19;OTOF:NM_194248-20;OTOF:NM_194248-21;OTOF:NM_194248-22;OTOF:NM_194322-1	485,3	122,8	0,25
chr2	26702048	26702587	OTOF:NM_194248-17;OTOF:NM_194248-18	504,3	82,9	0,16
chr2	26702988	26703237	OTOF:NM_194248-16	496,7	93,5	0,19
chr2	26703573	26703955	OTOF:NM_194248-15	380,4	143,9	0,38
chr2	26705203	26705521	OTOF:NM_194248-14	419,2	103,4	0,25
chr2	26706258	26706603	OTOF:NM_194248-13	534,7	48,7	0,09
chr2	26707263	26707581	OTOF:NM_194248-12	463,2	76,0	0,16
chr2	26712008	26712251	OTOF:NM_194248-11	518,0	92,1	0,18
chr2	26712473	26712680	OTOF:NM_194248-10	401,3	76,9	0,19
chr2	26717728	26718013	OTOF:NM_194248-9	458,5	88,1	0,19
chr2	26724538	26724757	OTOF:NM_194248-8	503,4	87,5	0,17
chr2	26725083	26725382	OTOF:NM_194248-7	501,4	73,4	0,15
chr2	26726568	26726777	OTOF:NM_194248-6	434,3	70,5	0,16
chr2	26739208	26739538	OTOF:NM_194248-5	531,5	74,0	0,14
chr2	26741803	26742054	OTOF:NM_194248-4	557,8	98,1	0,18
chr2	26750628	26750868	OTOF:NM_194248-3	468,9	61,3	0,13
chr2	26760513	26760731	OTOF:NM_194248-2	495,7	67,7	0,14
chr2	26781288	26781541	OTOF:NM_194248-1,1	375,9	84,2	0,22
chr2	26781543	26781658	OTOF:NM_194248-1,2	244,1	16,2	0,07
chr2	27600023	27601990	ZNF513:NM_144631-4;ZNF513:NM_144631-3	549,4	91,0	0,17
chr2	27602883	27603021	ZNF513:NM_144631-2	569,0	72,6	0,13
chr2	27603023	27603576	ZNF513:NM_144631-1;ZNF513:NM_144631-2;ZNF513:NM_001201459-1	384,3	117,9	0,31
chr2	27603578	27603681	ZNF513:NM_144631-1	294,4	29,2	0,10
chr2	29284483	29287451	C2ORF71:NM_001029883-2,1	646,2	55,4	0,09
chr2	29287453	29288017	C2ORF71:NM_001029883-2,2	531,2	59,6	0,11
chr2	29293383	29295623	C2ORF71:NM_001029883-1,1	529,1	148,6	0,28
chr2	29295653	29297198	C2ORF71:NM_001029883-1,2	624,9	57,3	0,09
chr2	62051899	62052781	FAM161A:NM_001201543-7,1	633,7	59,9	0,09
chr2	62053059	62053200	FAM161A:NM_001201543-7,2	537,7	49,2	0,09
chr2	62053204	62053340	FAM161A:NM_001201543-7,3	653,8	19,3	0,03
chr2	62053344	62053786	FAM161A:NM_001201543-7,4	624,7	43,7	0,07
chr2	62054159	62054473	FAM161A:NM_001201543-6	597,9	68,1	0,11
chr2	62063104	62063176	FAM161A:NM_001201543-5,1	456,4	46,9	0,10
chr2	62063184	62063325	FAM161A:NM_001201543-5,2	498,0	61,5	0,12
chr2	62065624	62065902	FAM161A:NM_001201543-4	620,4	63,4	0,10
chr2	62066474	62067774	FAM161A:NM_001201543-3	678,5	67,2	0,10
chr2	62069179	62069573	FAM161A:NM_001201543-2	625,7	67,1	0,11
chr2	62080909	62081342	FAM161A:NM_001201543-1	468,5	70,4	0,15
chr2	112656117	112656456	MERTK:NM_006343-1	290,7	119,3	0,41
chr2	112686612	112687140	MERTK:NM_006343-2	597,3	72,9	0,12
chr2	112702452	112702698	MERTK:NM_006343-3	560,5	60,6	0,11
chr2	112704897	112705210	MERTK:NM_006343-4	613,6	122,0	0,20
chr2	112722687	112722952	MERTK:NM_006343-5	472,0	83,9	0,18
chr2	112725697	112725900	MERTK:NM_006343-6	468,8	53,9	0,11
chr2	112732792	112733138	MERTK:NM_006343-7	659,2	84,1	0,13
chr2	112740337	112740654	MERTK:NM_006343-8	609,5	49,3	0,08
chr2	112751752	112752072	MERTK:NM_006343-9	538,2	51,6	0,10
chr2	112754827	112755141	MERTK:NM_006343-10	606,6	60,7	0,10
chr2	112758697	112758945	MERTK:NM_006343-11	562,1	58,2	0,10
chr2	112760597	112760828	MERTK:NM_006343-12	602,6	84,9	0,14
chr2	112761407	112761654	MERTK:NM_006343-13	570,5	74,6	0,13
chr2	112765877	112766141	MERTK:NM_006343-14	536,1	71,6	0,13
chr2	112767442	112767727	MERTK:NM_006343-15	600,6	35,0	0,06
chr2	112776917	112777166	MERTK:NM_006343-16	581,3	84,0	0,14
chr2	112778917	112779250	MERTK:NM_006343-17	533,2	67,8	0,13
chr2	112779752	112780048	MERTK:NM_006343-18	569,7	77,1	0,14
chr2	112785857	112786592	MERTK:NM_006343-19,1	611,7	42,2	0,07
chr2	112786617	112787030	MERTK:NM_006343-19,2	649,5	44,9	0,07
chr2	179316092	179316572	DFNB59:NM_001042702-1	576,9	66,5	0,12
chr2	179318037	179318435	DFNB59:NM_001042702-2	609,9	70,9	0,12
chr2	179318987	179319332	DFNB59:NM_001042702-3	585,2	98,6	0,17
chr2	179320652	179320934	DFNB59:NM_001042702-4	606,5	105,0	0,17
chr2	179323152	179323224	DFNB59:NM_001042702-5,1	533,0	67,0	0,13
